region,city_tier,preferred_channel,loyalty_tier,income_band,customer_segment_seed,is_marketing_opt_in,total_orders,total_net_revenue,avg_order_value,total_discount_amount,avg_basket_size,tenure_days,revenue_per_order,online_order_share,store_order_share,total_units,avg_item_discount_pct,avg_item_margin,total_returns,total_refund_amount,avg_days_to_return,return_rate_per_unit,total_sessions,avg_session_minutes,avg_pages_viewed,sessions_add_to_cart,sessions_with_purchase,campaigns_targeted,campaigns_treatment,campaigns_converted_30d,campaign_revenue_30d,customer_value_band,spend_rank_in_region,actual_churn,score_churn_proba,rank
Central,Tier_2,store,,upper_mid,at_risk,False,1.0,44.42,44.42,10.7,1.0,338,44.42,1.0,0.0,1.0,0.194,12.68,0.0,,,0.0,4.0,51.75,6.5,1.0,1.0,,,,,low_value,8699,1,0.8956311358951843,101
Central,Tier_1,store,,mid,at_risk,False,1.0,68.55,68.55,16.61,1.0,682,68.55,1.0,0.0,1.0,0.1951,29.37,0.0,,,0.0,5.0,45.0,4.4,3.0,0.0,,,,,low_value,8568,1,0.8954901942369059,102
Central,Tier_3,store,,low,one_time,True,1.0,13.36,13.36,2.51,1.0,294,13.36,0.0,1.0,1.0,0.1579,3.55,0.0,,,0.0,3.0,19.666666666666668,3.6666666666666665,0.0,0.0,2.0,2.0,0.0,0.0,low_value,8893,0,0.8952186455870546,103
South,Tier_2,store,,upper_mid,one_time,True,1.0,120.95,120.95,23.41,2.0,1004,120.95,0.0,1.0,2.0,0.1654,24.51,1.0,64.76,9.0,0.5,3.0,35.666666666666664,2.333333333333333,2.0,0.0,2.0,2.0,0.0,0.0,low_value,8480,1,0.8947289892004305,104
East,Tier_2,store,silver,mid,at_risk,False,1.0,37.56,37.56,10.48,1.0,887,37.56,0.0,1.0,1.0,0.2181,5.44,0.0,,,0.0,2.0,31.0,5.0,0.0,0.0,,,,,low_value,9511,1,0.8938630755104703,105
South,Tier_1,store,,mid,one_time,True,2.0,143.57999999999998,71.78999999999999,36.17,1.5,1065,71.78999999999999,0.0,1.0,3.0,0.2019999999999999,12.89,1.0,51.36,24.0,0.3333333333333333,3.0,29.0,3.6666666666666665,0.0,0.0,1.0,1.0,0.0,0.0,low_value,8329,0,0.8925437300465086,106
West,Tier_1,store,,high,one_time,True,1.0,193.34,193.34,37.09,1.0,936,193.34,1.0,0.0,1.0,0.161,92.16,0.0,,,0.0,5.0,46.0,6.0,3.0,1.0,,,,,low_value,6890,1,0.8916670898017519,107
East,Tier_2,online,bronze,mid,one_time,False,2.0,228.48,114.24,45.89,1.0,808,114.24,0.5,0.5,2.0,0.16775,41.620000000000005,0.0,,,0.0,2.0,71.5,3.0,2.0,1.0,,,,,low_value,8296,1,0.8886305786498997,108
East,Tier_1,store,,upper_mid,one_time,False,1.0,29.77,29.77,9.71,1.0,1060,29.77,1.0,0.0,1.0,0.2459,8.67,0.0,,,0.0,1.0,52.0,3.0,0.0,0.0,,,,,low_value,9558,0,0.8874889746673431,109
South,Tier_2,online,,mid,one_time,False,2.0,55.31,27.655,11.9,1.0,846,27.655,1.0,0.0,2.0,0.17815,7.41,0.0,,,0.0,9.0,37.44444444444444,4.666666666666667,2.0,1.0,,,,,low_value,8881,0,0.8865346670483251,110
West,Tier_2,online,,low,one_time,True,1.0,55.59,55.59,10.03,1.0,304,55.59,1.0,0.0,1.0,0.1528,17.11,1.0,54.31,33.0,1.0,7.0,54.42857142857143,4.714285714285714,6.0,1.0,,,,,low_value,7632,1,0.88600168062044,111
West,Tier_2,store,,mid,one_time,False,1.0,48.9,48.9,14.47,1.0,386,48.9,0.0,1.0,1.0,0.2284,14.53,0.0,,,0.0,4.0,26.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,low_value,7664,1,0.8855658936528582,112
South,Tier_2,online,platinum,upper_mid,at_risk,False,1.0,24.96,24.96,7.81,1.0,1248,24.96,0.0,1.0,1.0,0.2384,2.83,0.0,,,0.0,4.0,15.5,3.0,0.0,0.0,1.0,1.0,0.0,0.0,low_value,9076,1,0.8854376817593862,113
East,Tier_2,online,,high,one_time,True,1.0,42.85,42.85,11.0,1.0,302,42.85,1.0,0.0,1.0,0.2042,9.89,0.0,,,0.0,4.0,56.25,5.25,1.0,1.0,2.0,2.0,1.0,41.64,low_value,9474,1,0.8849307841121403,114
East,Tier_2,online,,mid,one_time,True,1.0,121.31,121.31,24.16,3.0,295,121.31,0.0,1.0,3.0,0.1689333333333333,15.966666666666669,2.0,59.3,32.5,0.6666666666666666,3.0,37.0,4.666666666666667,1.0,0.0,,,,,low_value,8976,1,0.8836783530954991,115
South,Tier_3,online,,mid,one_time,False,1.0,6.62,6.62,1.05,1.0,674,6.62,1.0,0.0,1.0,0.1366,2.64,0.0,,,0.0,3.0,79.0,5.0,3.0,1.0,1.0,1.0,0.0,0.0,low_value,9169,1,0.8823364310080093,116
South,Tier_2,online,,high,one_time,False,1.0,6.91,6.91,1.63,1.0,1237,6.91,1.0,0.0,1.0,0.1912,1.55,0.0,,,0.0,8.0,42.625,4.0,3.0,1.0,1.0,1.0,0.0,0.0,low_value,9167,1,0.8819396475881826,117
Central,Tier_1,online,,mid,one_time,True,1.0,128.58,128.58,37.72,1.0,1031,128.58,1.0,0.0,1.0,0.2268,38.97,1.0,118.7,25.0,1.0,5.0,35.8,5.2,2.0,1.0,1.0,1.0,0.0,0.0,low_value,8187,1,0.8809667954838021,118
North,Tier_1,online,silver,mid,one_time,True,1.0,146.33,146.33,12.99,1.0,267,146.33,1.0,0.0,4.0,0.0815,75.81,0.0,,,0.0,6.0,52.0,4.0,2.0,1.0,,,,,low_value,7644,1,0.8809471209323505,119
Central,Tier_2,online,,mid,at_risk,False,1.0,27.88,27.88,2.88,1.0,313,27.88,1.0,0.0,1.0,0.0937,9.84,0.0,,,0.0,6.0,27.166666666666668,6.166666666666667,4.0,1.0,,,,,low_value,8820,1,0.8800459009459988,120
South,Tier_1,online,,upper_mid,at_risk,True,1.0,84.48,84.48,21.04,1.0,661,84.48,1.0,0.0,4.0,0.1994,22.64,0.0,,,0.0,6.0,47.0,5.333333333333333,2.0,1.0,1.0,1.0,0.0,0.0,low_value,8696,1,0.8794939575671404,121
North,Tier_1,store,,mid,at_risk,False,1.0,200.02,200.02,33.25,2.0,1129,200.02,1.0,0.0,3.0,0.1492,49.99,0.0,,,0.0,3.0,47.0,5.333333333333333,1.0,1.0,,,,,low_value,7323,1,0.879285697242143,122
South,Tier_3,online,,mid,one_time,True,1.0,47.8,47.8,17.0,1.0,447,47.8,0.0,1.0,1.0,0.2623,12.01,0.0,,,0.0,3.0,23.33333333333333,5.333333333333333,2.0,0.0,,,,,low_value,8932,0,0.8783701746503667,123
Central,Tier_1,online,,upper_mid,at_risk,True,1.0,40.23,40.23,13.39,1.0,533,40.23,1.0,0.0,1.0,0.2498,4.59,0.0,,,0.0,2.0,16.5,5.5,1.0,1.0,,,,,low_value,8734,0,0.8782167529143688,124
East,Tier_1,online,,upper_mid,at_risk,True,1.0,93.95,93.95,25.44,1.0,301,93.95,1.0,0.0,1.0,0.2131,28.84,0.0,,,0.0,5.0,24.0,3.6,2.0,1.0,,,,,low_value,9168,1,0.8776940124424419,125
West,Tier_2,store,,mid,at_risk,True,1.0,33.79,33.79,8.85,1.0,850,33.79,0.0,1.0,1.0,0.2075,5.89,0.0,,,0.0,2.0,23.5,6.0,0.0,0.0,,,,,low_value,7743,1,0.8776173567963113,126
Central,Tier_3,online,bronze,mid,at_risk,True,2.0,111.17,55.585,25.51,1.5,924,55.585,0.5,0.5,3.0,0.2087666666666666,10.346666666666666,0.0,,,0.0,5.0,32.4,5.6,1.0,1.0,2.0,2.0,0.0,0.0,low_value,8285,0,0.877201447007242,127
South,Tier_3,online,,mid,at_risk,True,2.0,66.27,33.135,14.19,1.0,849,33.135,1.0,0.0,2.0,0.1821499999999999,7.035,0.0,,,0.0,4.0,80.0,3.75,3.0,1.0,2.0,1.0,0.0,0.0,low_value,8812,1,0.8757364204641901,128
Central,Tier_2,online,gold,mid,at_risk,True,2.0,28.42,14.21,5.23,1.0,1136,14.21,1.0,0.0,3.0,0.1585,3.945,0.0,,,0.0,6.0,36.66666666666666,5.0,3.0,2.0,1.0,1.0,0.0,0.0,low_value,8816,1,0.8750846080715777,129
Central,Tier_3,store,silver,mid,at_risk,True,1.0,122.48,122.48,25.79,3.0,978,122.48,1.0,0.0,3.0,0.1765666666666666,11.316666666666668,2.0,77.59,21.5,0.6666666666666666,8.0,40.875,5.0,3.0,1.0,1.0,1.0,0.0,0.0,low_value,8217,1,0.8739706853410145,130
Central,Tier_2,online,,mid,at_risk,False,1.0,83.55,83.55,32.46,2.0,1064,83.55,1.0,0.0,5.0,0.2481,6.02,0.0,,,0.0,6.0,40.66666666666666,3.6666666666666665,3.0,1.0,1.0,1.0,0.0,0.0,low_value,8472,1,0.8734459131599965,131
West,Tier_1,store,,mid,one_time,False,1.0,27.74,27.74,4.71,1.0,299,27.74,0.0,1.0,1.0,0.1452,8.5,0.0,,,0.0,6.0,17.666666666666668,4.333333333333333,0.0,0.0,,,,,low_value,7778,1,0.871843323932977,132
East,Tier_2,store,bronze,mid,at_risk,True,2.0,74.33,37.165,16.009999999999998,1.0,970,37.165,0.0,1.0,4.0,0.17725,11.135,0.0,,,0.0,4.0,20.25,7.25,0.0,0.0,1.0,1.0,0.0,0.0,low_value,9270,1,0.8713794700231222,133
North,Tier_3,store,,mid,at_risk,True,2.0,155.34,77.67,32.04,1.5,539,77.67,0.5,0.5,4.0,0.1580333333333333,18.096666666666664,0.0,,,0.0,6.0,29.0,5.0,2.0,1.0,2.0,1.0,0.0,0.0,low_value,7577,1,0.8703142234662786,134
Central,Tier_3,online,silver,mid,one_time,True,2.0,96.29,48.145,15.81,1.0,977,48.145,1.0,0.0,3.0,0.1447,16.795,0.0,,,0.0,7.0,77.85714285714286,4.285714285714286,4.0,2.0,3.0,3.0,0.0,0.0,low_value,8393,1,0.8687340539670657,135
East,Tier_3,store,bronze,low,at_risk,False,3.0,212.16,70.72,58.02,1.6666666666666667,955,70.72,0.3333333333333333,0.6666666666666666,5.0,0.1974199999999999,10.268,0.0,,,0.0,4.0,48.25,5.25,1.0,1.0,1.0,1.0,0.0,0.0,low_value,8393,1,0.8678668163442254,136
North,Tier_2,store,silver,upper_mid,at_risk,True,1.0,70.27,70.27,22.39,2.0,786,70.27,0.0,1.0,2.0,0.24235,4.865,0.0,,,0.0,2.0,50.5,4.0,0.0,0.0,1.0,1.0,0.0,0.0,low_value,8074,1,0.8677126102683758,137
Central,Tier_1,online,silver,upper_mid,at_risk,True,1.0,16.59,16.59,5.03,1.0,481,16.59,1.0,0.0,1.0,0.2326,2.47,0.0,,,0.0,5.0,25.6,4.4,1.0,0.0,2.0,2.0,0.0,0.0,low_value,8877,1,0.8676532580536986,138
Central,Tier_2,online,,mid,at_risk,False,2.0,63.02,31.51,17.28,1.0,617,31.51,0.5,0.5,2.0,0.21655,9.53,0.0,,,0.0,7.0,36.0,3.571428571428572,2.0,1.0,,,,,low_value,8598,0,0.8672773316449988,139
West,Tier_2,online,,mid,at_risk,False,1.0,70.36,70.36,21.93,2.0,701,70.36,1.0,0.0,2.0,0.2163999999999999,6.66,1.0,55.71,26.0,0.5,7.0,36.57142857142857,4.142857142857143,3.0,1.0,1.0,1.0,0.0,0.0,low_value,7541,1,0.8658000314152696,140
East,Tier_1,online,bronze,high,at_risk,True,1.0,48.19,48.19,12.23,1.0,588,48.19,1.0,0.0,1.0,0.2024,5.89,0.0,,,0.0,3.0,72.0,4.0,1.0,1.0,,,,,low_value,9436,0,0.865247694049426,141
West,Tier_2,online,platinum,mid,at_risk,False,2.0,46.28,23.14,9.24,1.0,634,23.14,1.0,0.0,2.0,0.1825999999999999,6.58,0.0,,,0.0,7.0,44.0,5.428571428571429,3.0,2.0,2.0,2.0,0.0,0.0,low_value,7681,1,0.8652348583313024,142
Central,Tier_1,store,silver,upper_mid,at_risk,True,1.0,52.14,52.14,21.57,1.0,460,52.14,0.0,1.0,1.0,0.2926,16.2,0.0,,,0.0,4.0,43.75,4.5,1.0,0.0,1.0,1.0,0.0,0.0,low_value,8655,0,0.8644798573940765,143
East,Tier_3,online,,mid,at_risk,True,1.0,120.33,120.33,35.02,2.0,611,120.33,1.0,0.0,2.0,0.2203999999999999,8.235000000000001,0.0,,,0.0,3.0,37.66666666666666,4.0,2.0,0.0,1.0,1.0,0.0,0.0,low_value,8983,1,0.8643623376388132,144
Central,Tier_3,store,,low,one_time,True,1.0,107.14,107.14,27.93,3.0,271,107.14,1.0,0.0,3.0,0.2122666666666667,9.046666666666669,1.0,18.2,31.0,0.3333333333333333,4.0,31.0,4.5,0.0,0.0,,,,,low_value,8312,1,0.8630883544765492,145
East,Tier_2,online,,mid,one_time,True,1.0,97.3,97.3,35.15,3.0,288,97.3,1.0,0.0,3.0,0.2309333333333333,10.35,0.0,,,0.0,5.0,39.2,3.8,2.0,1.0,1.0,1.0,0.0,0.0,low_value,9148,0,0.8617097304212151,146
Central,Tier_2,online,,upper_mid,at_risk,False,2.0,120.8,60.400000000000006,42.43,2.0,866,60.400000000000006,1.0,0.0,5.0,0.24155,7.7575,0.0,,,0.0,3.0,47.66666666666666,6.0,2.0,2.0,,,,,low_value,8224,0,0.8613234388914895,147
Central,Tier_1,store,gold,mid,at_risk,True,1.0,41.88,41.88,7.16,2.0,258,41.88,0.0,1.0,2.0,0.146,10.81,0.0,,,0.0,4.0,35.0,5.25,2.0,0.0,2.0,2.0,0.0,0.0,low_value,8723,1,0.8610801961599881,148
Central,Tier_2,online,bronze,high,at_risk,True,1.0,168.2,168.2,44.27,2.0,442,168.2,1.0,0.0,2.0,0.2281,24.03,0.0,,,0.0,5.0,30.6,4.2,0.0,0.0,1.0,0.0,1.0,64.0,low_value,7924,1,0.8608331246452465,149
Central,Tier_2,online,,upper_mid,at_risk,True,1.0,133.85,133.85,23.05,2.0,261,133.85,0.0,1.0,2.0,0.1464,16.485,0.0,,,0.0,3.0,45.66666666666666,4.666666666666667,2.0,0.0,1.0,1.0,0.0,0.0,low_value,8152,1,0.8607699517042201,150
East,Tier_2,store,,upper_mid,one_time,False,1.0,7.42,7.42,1.9,1.0,691,7.42,0.0,1.0,1.0,0.2042,1.21,0.0,,,0.0,5.0,32.2,4.0,2.0,0.0,1.0,1.0,0.0,0.0,low_value,9676,1,0.8603713351415694,151
East,Tier_3,online,,mid,at_risk,True,2.0,81.49,40.745,23.98,1.0,452,40.745,1.0,0.0,2.0,0.231,9.535,0.0,,,0.0,5.0,44.4,5.6,4.0,2.0,1.0,1.0,0.0,0.0,low_value,9222,0,0.8597791159031867,152
East,Tier_1,online,,mid,at_risk,True,1.0,12.13,12.13,2.32,1.0,796,12.13,1.0,0.0,1.0,0.1607,4.07,0.0,,,0.0,4.0,40.75,4.25,2.0,1.0,2.0,2.0,0.0,0.0,low_value,9666,1,0.8589583231941308,153
Central,Tier_2,store,bronze,upper_mid,at_risk,True,1.0,161.27,161.27,46.39,3.0,989,161.27,0.0,1.0,3.0,0.2332999999999999,15.436666666666667,1.0,97.43,14.0,0.3333333333333333,2.0,26.5,2.5,1.0,0.0,1.0,1.0,0.0,0.0,low_value,7965,1,0.8582582091180367,154
Central,Tier_3,online,bronze,mid,at_risk,True,1.0,193.76,193.76,26.68,1.0,1083,193.76,1.0,0.0,1.0,0.1211,69.7,1.0,183.25,38.0,1.0,6.0,19.83333333333333,3.333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,low_value,7777,1,0.8580140827533831,155
Central,Tier_2,online,,upper_mid,one_time,True,1.0,59.67,59.67,9.99,2.0,223,59.67,1.0,0.0,2.0,0.1482,8.415,0.0,,,0.0,2.0,104.0,3.5,1.0,1.0,1.0,1.0,0.0,0.0,low_value,8620,1,0.8575010193200763,156
Central,Tier_2,online,,low,at_risk,True,1.0,80.92,80.92,19.61,2.0,984,80.92,1.0,0.0,2.0,0.1954,12.5,1.0,37.65,17.0,0.5,4.0,67.5,4.0,3.0,1.0,1.0,1.0,1.0,37.98,low_value,8492,1,0.8568911714090767,157
North,Tier_1,store,,high,at_risk,True,1.0,31.65,31.65,6.35,1.0,214,31.65,1.0,0.0,1.0,0.1672,8.1,0.0,,,0.0,4.0,58.25,3.75,2.0,1.0,2.0,2.0,0.0,0.0,low_value,8295,0,0.856517425705944,158
South,Tier_2,store,,low,one_time,True,1.0,34.91,34.91,12.51,1.0,397,34.91,1.0,0.0,1.0,0.2638,4.62,0.0,,,0.0,3.0,64.66666666666667,4.666666666666667,1.0,1.0,2.0,2.0,1.0,62.28,low_value,9009,1,0.8547483554703028,159
West,Tier_3,store,,mid,new,True,1.0,116.54,116.54,22.5,2.0,419,116.54,1.0,0.0,2.0,0.16025,16.205,0.0,,,0.0,8.0,49.875,4.75,2.0,1.0,1.0,1.0,0.0,0.0,low_value,7296,1,0.8536219499026138,160
South,Tier_1,online,,mid,at_risk,False,1.0,42.88,42.88,8.71,2.0,1235,42.88,1.0,0.0,2.0,0.1726,5.58,1.0,24.22,34.0,0.5,2.0,28.5,4.5,1.0,0.0,,,,,low_value,8950,1,0.8531431309122961,161
East,Tier_3,store,,mid,at_risk,False,1.0,56.46,56.46,17.01,2.0,1052,56.46,1.0,0.0,2.0,0.225,4.404999999999999,0.0,,,0.0,7.0,51.71428571428572,4.714285714285714,3.0,1.0,1.0,1.0,1.0,40.05,low_value,9391,1,0.8527029219517472,162
North,Tier_3,store,,mid,at_risk,False,1.0,123.46,123.46,27.17,2.0,220,123.46,1.0,0.0,3.0,0.16255,19.335,0.0,,,0.0,3.0,70.66666666666667,5.0,1.0,1.0,,,,,low_value,7767,1,0.8524293550743548,163
Central,Tier_2,online,,mid,one_time,False,1.0,36.31,36.31,11.14,1.0,269,36.31,1.0,0.0,1.0,0.2348,8.69,0.0,,,0.0,1.0,109.0,5.0,1.0,1.0,,,,,low_value,8758,1,0.8522364955348423,164
North,Tier_2,store,,upper_mid,at_risk,True,2.0,161.16,80.58,32.07,2.5,1231,80.58,0.0,1.0,5.0,0.1714,9.291999999999998,0.0,,,0.0,3.0,31.33333333333333,4.666666666666667,1.0,0.0,1.0,1.0,0.0,0.0,low_value,7544,1,0.8522299814699185,165
East,Tier_1,store,silver,mid,at_risk,False,1.0,19.07,19.07,6.24,1.0,789,19.07,1.0,0.0,1.0,0.2466,6.56,0.0,,,0.0,5.0,29.8,5.8,3.0,1.0,,,,,low_value,9631,1,0.8513425586054324,166
East,Tier_3,online,,mid,at_risk,False,2.0,160.94,80.47,25.24,2.0,480,80.47,1.0,0.0,5.0,0.1418,16.0675,0.0,,,0.0,5.0,51.6,5.2,3.0,2.0,,,,,low_value,8721,1,0.8513191454681798,167
West,Tier_3,online,,mid,one_time,True,1.0,289.11,289.11,63.68,3.0,606,289.11,1.0,0.0,3.0,0.1875666666666666,34.79333333333333,0.0,,,0.0,6.0,34.0,5.833333333333333,1.0,1.0,1.0,1.0,0.0,0.0,low_value,6408,1,0.8512612133652115,168
West,Tier_1,online,platinum,mid,at_risk,True,1.0,199.11,199.11,43.13,3.0,324,199.11,1.0,0.0,3.0,0.1649333333333333,24.146666666666665,2.0,79.91,29.0,0.6666666666666666,6.0,41.66666666666666,5.0,3.0,1.0,1.0,1.0,0.0,0.0,low_value,6864,1,0.8510299619874324,169
West,Tier_1,store,silver,upper_mid,at_risk,True,2.0,91.12,45.56,21.44,2.0,638,45.56,0.0,1.0,6.0,0.189925,4.93,0.0,,,0.0,5.0,17.8,3.2,1.0,0.0,2.0,2.0,0.0,0.0,low_value,7421,0,0.8505128412825402,170
South,Tier_2,online,,mid,one_time,False,1.0,163.58,163.58,42.29,2.0,197,163.58,1.0,0.0,2.0,0.2366499999999999,34.565,0.0,,,0.0,7.0,30.285714285714285,4.285714285714286,4.0,1.0,,,,,low_value,8210,1,0.8493626292300792,171
West,Tier_2,online,,upper_mid,at_risk,True,1.0,10.65,10.65,3.73,1.0,1017,10.65,1.0,0.0,1.0,0.2594,1.6,0.0,,,0.0,1.0,17.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,low_value,7855,1,0.8492541647818027,172
East,Tier_1,store,,upper_mid,one_time,True,2.0,85.84,42.92,19.11,1.0,1251,42.92,0.5,0.5,4.0,0.18285,15.135,0.0,,,0.0,10.0,30.0,4.4,3.0,1.0,2.0,2.0,0.0,0.0,low_value,9200,1,0.849216665660889,173
North,Tier_2,online,bronze,mid,at_risk,True,2.0,163.13,81.565,33.69,2.0,664,81.565,0.5,0.5,4.0,0.173375,11.245,1.0,28.26,40.0,0.25,2.0,18.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,low_value,7533,1,0.8489027367481442,174
North,Tier_1,store,silver,upper_mid,at_risk,False,1.0,24.87,24.87,7.03,1.0,643,24.87,0.0,1.0,1.0,0.2205,1.39,0.0,,,0.0,2.0,51.0,4.5,0.0,0.0,,,,,low_value,8332,1,0.8485129408036695,175
South,Tier_2,online,,upper_mid,at_risk,True,1.0,20.67,20.67,7.59,1.0,502,20.67,1.0,0.0,1.0,0.2687,4.16,0.0,,,0.0,5.0,38.8,4.4,3.0,1.0,2.0,2.0,0.0,0.0,low_value,9105,0,0.8481827623979313,176
South,Tier_2,online,,upper_mid,at_risk,False,2.0,78.28,39.14,26.34,1.5,450,39.14,1.0,0.0,3.0,0.2287666666666666,8.4,0.0,,,0.0,5.0,61.8,4.4,3.0,2.0,2.0,2.0,1.0,78.21,low_value,8733,1,0.8480715078388212,177
Central,Tier_1,online,bronze,mid,at_risk,True,3.0,314.77,104.92333333333332,71.89,1.3333333333333333,493,104.92333333333332,0.6666666666666666,0.3333333333333333,4.0,0.190325,20.24,1.0,65.02,9.0,0.25,5.0,41.4,4.0,2.0,1.0,2.0,2.0,0.0,0.0,low_value,7083,0,0.8468957581726809,178
East,Tier_1,store,silver,mid,at_risk,False,1.0,19.14,19.14,6.21,2.0,733,19.14,1.0,0.0,2.0,0.24875,1.84,0.0,,,0.0,4.0,67.0,4.5,2.0,1.0,1.0,1.0,0.0,0.0,low_value,9630,1,0.8462212327494432,179
West,Tier_1,online,bronze,mid,seasonal,False,1.0,109.04,109.04,12.49,2.0,518,109.04,1.0,0.0,3.0,0.1087,18.245,0.0,,,0.0,7.0,44.85714285714285,5.428571428571429,5.0,1.0,,,,,low_value,7337,1,0.8456268919193377,180
East,Tier_3,store,,mid,one_time,True,2.0,101.41,50.705,17.48,1.5,1125,50.705,0.5,0.5,6.0,0.1956999999999999,10.943333333333332,0.0,,,0.0,5.0,48.2,4.2,3.0,1.0,1.0,1.0,0.0,0.0,low_value,9115,1,0.8455308231626499,181
North,Tier_1,store,,low,one_time,True,2.0,226.96,113.48,52.37,2.0,1035,113.48,0.5,0.5,4.0,0.19435,14.8125,0.0,,,0.0,3.0,20.33333333333333,6.0,0.0,0.0,2.0,1.0,0.0,0.0,low_value,7183,1,0.8451583254775592,182
North,Tier_2,online,gold,low,at_risk,True,2.0,110.12,55.06,25.63,2.0,963,55.06,1.0,0.0,4.0,0.19065,7.092499999999999,0.0,,,0.0,4.0,56.75,5.5,2.0,1.0,1.0,1.0,1.0,55.18,low_value,7850,1,0.8446612725102896,183
South,Tier_3,online,silver,mid,seasonal,False,1.0,51.85,51.85,10.62,1.0,354,51.85,1.0,0.0,1.0,0.17,12.52,0.0,,,0.0,8.0,37.375,4.125,2.0,1.0,,,,,low_value,8898,1,0.8441289004738838,184
South,Tier_2,online,,mid,at_risk,True,1.0,71.95,71.95,20.01,3.0,643,71.95,1.0,0.0,3.0,0.2049333333333333,6.776666666666667,0.0,,,0.0,7.0,39.71428571428572,5.285714285714286,3.0,1.0,,,,,low_value,8771,1,0.8439554886268883,185
North,Tier_2,store,,mid,at_risk,True,2.0,292.02,146.01,54.11,2.0,857,146.01,1.0,0.0,4.0,0.15855,25.975,1.0,64.86,17.0,0.25,5.0,62.4,5.4,4.0,2.0,1.0,1.0,0.0,0.0,low_value,6826,1,0.843126663819322,186
East,Tier_2,online,gold,low,at_risk,True,1.0,127.49,127.49,28.76,1.0,339,127.49,1.0,0.0,1.0,0.1841,42.35,1.0,123.47,2.0,1.0,5.0,59.4,6.4,2.0,1.0,,,,,low_value,8933,0,0.8426077174374852,187
East,Tier_3,online,gold,mid,at_risk,False,1.0,27.54,27.54,8.82,1.0,1206,27.54,1.0,0.0,3.0,0.2426,1.41,0.0,,,0.0,4.0,45.75,5.0,2.0,1.0,1.0,1.0,0.0,0.0,low_value,9576,1,0.8419729312561093,188
West,Tier_3,store,,mid,at_risk,True,1.0,23.96,23.96,7.52,1.0,412,23.96,1.0,0.0,1.0,0.2389,5.97,1.0,20.85,13.0,1.0,5.0,49.8,5.0,1.0,1.0,1.0,1.0,0.0,0.0,low_value,7796,1,0.8412697918460698,189
Central,Tier_1,online,,mid,at_risk,False,2.0,135.38,67.69,27.74,1.0,1264,67.69,1.0,0.0,2.0,0.1795,11.69,0.0,,,0.0,4.0,78.0,3.25,1.0,1.0,1.0,1.0,1.0,42.88,low_value,8143,1,0.8399998760938747,190
North,Tier_3,store,,low,at_risk,True,2.0,300.57,150.285,72.28999999999999,2.5,415,150.285,1.0,0.0,5.0,0.19102,19.278,0.0,,,0.0,4.0,60.0,4.75,1.0,1.0,1.0,1.0,0.0,0.0,low_value,6784,0,0.8399517948087113,191
Central,Tier_2,store,,mid,at_risk,True,2.0,280.74,140.37,57.52,1.5,1196,140.37,0.0,1.0,3.0,0.1692666666666666,33.15,0.0,,,0.0,1.0,41.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,low_value,7272,0,0.8398012372050888,192
Central,Tier_2,online,,high,at_risk,True,2.0,28.65,14.325,5.69,1.0,1248,14.325,0.0,1.0,2.0,0.16205,4.55,0.0,,,0.0,1.0,26.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,low_value,8814,1,0.8394578046140064,193
South,Tier_1,store,bronze,mid,at_risk,True,2.0,253.11,126.555,52.06,1.5,534,126.555,0.0,1.0,3.0,0.1805666666666666,26.86,0.0,,,0.0,2.0,14.0,2.5,1.0,0.0,,,,,low_value,7691,1,0.839423417712148,194
South,Tier_2,online,silver,mid,at_risk,True,1.0,110.1,110.1,27.16,2.0,1014,110.1,1.0,0.0,2.0,0.19925,18.415,0.0,,,0.0,2.0,98.0,8.0,1.0,1.0,2.0,2.0,1.0,67.22,low_value,8538,1,0.8392886334162748,195
Central,Tier_2,online,bronze,upper_mid,at_risk,True,2.0,75.03,37.515,13.35,1.0,949,37.515,0.5,0.5,3.0,0.1508,14.24,0.0,,,0.0,3.0,21.666666666666668,5.333333333333333,1.0,1.0,3.0,2.0,1.0,61.73,low_value,8536,1,0.8391715122191813,196
Central,Tier_3,online,silver,mid,seasonal,False,1.0,14.01,14.01,4.63,1.0,360,14.01,1.0,0.0,1.0,0.2485,3.89,0.0,,,0.0,3.0,50.0,5.0,1.0,1.0,,,,,low_value,8890,0,0.8389494845910385,197
East,Tier_1,store,,mid,at_risk,True,3.0,351.14,117.04666666666668,74.13,2.333333333333333,535,117.04666666666668,0.6666666666666666,0.3333333333333333,7.0,0.1808857142857143,12.907142857142857,0.0,,,0.0,7.0,66.28571428571429,5.714285714285714,4.0,2.0,,,,,low_value,7549,1,0.8387340746075438,198
West,Tier_3,online,,low,one_time,True,1.0,19.27,19.27,7.66,1.0,364,19.27,1.0,0.0,1.0,0.2843,0.12,0.0,,,0.0,3.0,48.333333333333336,3.333333333333333,1.0,1.0,2.0,2.0,1.0,62.03,low_value,7825,1,0.8384799969163071,199
