customer_id,rank,product_id,method
C000119,10,P04167,hybrid_svd
C000121,1,P04616,hybrid_svd
C000121,2,P00932,hybrid_svd
C000121,3,P02527,hybrid_svd
C000121,4,P03494,hybrid_svd
C000121,5,P03241,hybrid_svd
C000121,6,P01024,hybrid_svd
C000121,7,P01535,hybrid_svd
C000121,8,P04864,hybrid_svd
C000121,9,P01231,hybrid_svd
C000121,10,P00840,hybrid_svd
C000122,1,P04098,hybrid_svd
C000122,2,P03255,hybrid_svd
C000122,3,P02645,hybrid_svd
C000122,4,P02065,hybrid_svd
C000122,5,P00947,hybrid_svd
C000122,6,P02206,hybrid_svd
C000122,7,P00093,hybrid_svd
C000122,8,P00115,hybrid_svd
C000122,9,P04498,hybrid_svd
C000122,10,P03278,hybrid_svd
C000123,1,P00949,hybrid_svd
C000123,2,P03423,hybrid_svd
C000123,3,P02984,hybrid_svd
C000123,4,P03648,hybrid_svd
C000123,5,P04010,hybrid_svd
C000123,6,P02007,hybrid_svd
C000123,7,P02527,hybrid_svd
C000123,8,P02298,hybrid_svd
C000123,9,P02334,hybrid_svd
C000123,10,P00518,hybrid_svd
C000125,1,P02034,hybrid_svd
C000125,2,P02479,hybrid_svd
C000125,3,P03485,hybrid_svd
C000125,4,P03850,hybrid_svd
C000125,5,P04267,hybrid_svd
C000125,6,P02093,hybrid_svd
C000125,7,P02806,hybrid_svd
C000125,8,P04204,hybrid_svd
C000125,9,P01210,hybrid_svd
C000125,10,P00856,hybrid_svd
C000126,1,P01780,hybrid_svd
C000126,2,P03652,hybrid_svd
C000126,3,P02465,hybrid_svd
C000126,4,P04198,hybrid_svd
C000126,5,P03277,hybrid_svd
C000126,6,P01145,hybrid_svd
C000126,7,P02020,hybrid_svd
C000126,8,P04085,hybrid_svd
C000126,9,P01831,hybrid_svd
C000126,10,P02620,hybrid_svd
C000127,1,P02760,hybrid_svd
C000127,2,P03339,hybrid_svd
C000127,3,P03529,hybrid_svd
C000127,4,P03748,hybrid_svd
C000127,5,P00209,hybrid_svd
C000127,6,P04934,hybrid_svd
C000127,7,P00461,hybrid_svd
C000127,8,P03801,hybrid_svd
C000127,9,P00027,hybrid_svd
C000127,10,P02181,hybrid_svd
C000131,1,P02899,hybrid_svd
C000131,2,P01943,hybrid_svd
C000131,3,P01709,hybrid_svd
C000131,4,P04015,hybrid_svd
C000131,5,P04693,hybrid_svd
C000131,6,P03125,hybrid_svd
C000131,7,P01913,hybrid_svd
C000131,8,P03002,hybrid_svd
C000131,9,P01577,hybrid_svd
C000131,10,P04675,hybrid_svd
C000133,1,P02007,hybrid_svd
C000133,2,P02034,hybrid_svd
C000133,3,P04863,hybrid_svd
C000133,4,P00315,hybrid_svd
C000133,5,P02479,hybrid_svd
C000133,6,P01287,hybrid_svd
C000133,7,P04027,hybrid_svd
C000133,8,P01203,hybrid_svd
C000133,9,P00798,hybrid_svd
C000133,10,P01715,hybrid_svd
C000134,1,P03652,hybrid_svd
C000134,2,P00287,hybrid_svd
C000134,3,P00501,hybrid_svd
C000134,4,P02007,hybrid_svd
C000134,5,P03827,hybrid_svd
C000134,6,P03408,hybrid_svd
C000134,7,P04198,hybrid_svd
C000134,8,P01083,hybrid_svd
C000134,9,P00146,hybrid_svd
C000134,10,P04627,hybrid_svd
C000135,1,P03452,hybrid_svd
C000135,2,P03255,hybrid_svd
C000135,3,P00323,hybrid_svd
C000135,4,P02622,hybrid_svd
C000135,5,P01113,hybrid_svd
C000135,6,P02645,hybrid_svd
C000135,7,P01504,hybrid_svd
C000135,8,P03103,hybrid_svd
C000135,9,P04368,hybrid_svd
C000135,10,P04407,hybrid_svd
C000137,1,P02305,hybrid_svd
C000137,2,P00746,hybrid_svd
C000137,3,P04312,hybrid_svd
C000137,4,P03103,hybrid_svd
C000137,5,P02035,hybrid_svd
C000137,6,P03846,hybrid_svd
C000137,7,P00078,hybrid_svd
C000137,8,P02570,hybrid_svd
C000137,9,P00230,hybrid_svd
C000137,10,P02378,hybrid_svd
C000138,1,P03648,hybrid_svd
C000138,2,P02922,hybrid_svd
C000138,3,P00304,hybrid_svd
C000138,4,P00110,hybrid_svd
C000138,5,P03623,hybrid_svd
C000138,6,P02740,hybrid_svd
C000138,7,P00296,hybrid_svd
C000138,8,P04915,hybrid_svd
C000138,9,P03308,hybrid_svd
C000138,10,P03152,hybrid_svd
C000139,1,P03838,hybrid_svd
C000139,2,P02121,hybrid_svd
C000139,3,P02033,hybrid_svd
C000139,4,P04036,hybrid_svd
C000139,5,P03663,hybrid_svd
C000139,6,P02943,hybrid_svd
C000139,7,P02873,hybrid_svd
C000139,8,P01812,hybrid_svd
C000139,9,P00406,hybrid_svd
C000139,10,P04498,hybrid_svd
C000141,1,P04026,hybrid_svd
C000141,2,P01060,hybrid_svd
C000141,3,P00746,hybrid_svd
C000141,4,P02416,hybrid_svd
C000141,5,P01059,hybrid_svd
C000141,6,P04312,hybrid_svd
C000141,7,P04554,hybrid_svd
C000141,8,P01937,hybrid_svd
C000141,9,P04161,hybrid_svd
C000141,10,P02035,hybrid_svd
C000142,1,P02899,hybrid_svd
C000142,2,P04098,hybrid_svd
C000142,3,P02428,hybrid_svd
C000142,4,P01083,hybrid_svd
C000142,5,P02740,hybrid_svd
C000142,6,P02034,hybrid_svd
C000142,7,P04072,hybrid_svd
C000142,8,P00712,hybrid_svd
C000142,9,P01913,hybrid_svd
C000142,10,P03648,hybrid_svd
C000143,1,P03823,hybrid_svd
C000143,2,P01025,hybrid_svd
C000143,3,P01980,hybrid_svd
C000143,4,P02293,hybrid_svd
C000143,5,P02067,hybrid_svd
C000143,6,P04191,hybrid_svd
C000143,7,P02032,hybrid_svd
C000143,8,P02388,hybrid_svd
C000143,9,P00276,hybrid_svd
C000143,10,P04341,hybrid_svd
C000144,1,P04998,hybrid_svd
C000144,2,P01113,hybrid_svd
C000144,3,P01793,hybrid_svd
C000144,4,P02146,hybrid_svd
C000144,5,P02877,hybrid_svd
C000144,6,P03942,hybrid_svd
C000144,7,P00651,hybrid_svd
C000144,8,P00854,hybrid_svd
C000144,9,P03902,hybrid_svd
C000144,10,P04407,hybrid_svd
C000145,1,P01504,hybrid_svd
C000145,2,P03758,hybrid_svd
C000145,3,P01760,hybrid_svd
C000145,4,P04668,hybrid_svd
C000145,5,P03912,hybrid_svd
C000145,6,P01780,hybrid_svd
C000145,7,P04637,hybrid_svd
C000145,8,P00329,hybrid_svd
C000145,9,P04198,hybrid_svd
C000145,10,P02469,hybrid_svd
C000146,1,P00926,hybrid_svd
C000146,2,P02542,hybrid_svd
C000146,3,P04794,hybrid_svd
C000146,4,P01439,hybrid_svd
C000146,5,P02943,hybrid_svd
C000146,6,P04368,hybrid_svd
C000146,7,P01481,hybrid_svd
C000146,8,P02903,hybrid_svd
C000146,9,P04561,hybrid_svd
C000146,10,P03811,hybrid_svd
C000147,1,P04046,hybrid_svd
C000147,2,P00442,hybrid_svd
C000147,3,P00651,hybrid_svd
C000147,4,P04975,hybrid_svd
C000147,5,P01145,hybrid_svd
C000147,6,P02716,hybrid_svd
C000147,7,P00777,hybrid_svd
C000147,8,P03564,hybrid_svd
C000147,9,P01797,hybrid_svd
C000147,10,P04551,hybrid_svd
C000148,1,P02382,hybrid_svd
C000148,2,P04161,hybrid_svd
C000148,3,P03423,hybrid_svd
C000148,4,P04072,hybrid_svd
C000148,5,P03597,hybrid_svd
C000148,6,P04554,hybrid_svd
C000148,7,P02620,hybrid_svd
C000148,8,P03748,hybrid_svd
C000148,9,P02416,hybrid_svd
C000148,10,P02305,hybrid_svd
C000151,1,P02008,hybrid_svd
C000151,2,P03560,hybrid_svd
C000151,3,P03263,hybrid_svd
C000151,4,P04930,hybrid_svd
C000151,5,P04003,hybrid_svd
C000151,6,P02741,hybrid_svd
C000151,7,P03395,hybrid_svd
C000151,8,P00365,hybrid_svd
C000151,9,P00560,hybrid_svd
C000151,10,P00372,hybrid_svd
C000152,1,P00565,hybrid_svd
C000152,2,P00577,hybrid_svd
C000152,3,P02801,hybrid_svd
C000152,4,P00453,hybrid_svd
C000152,5,P00580,hybrid_svd
C000152,6,P02669,hybrid_svd
C000152,7,P02984,hybrid_svd
C000152,8,P04204,hybrid_svd
C000152,9,P01890,hybrid_svd
C000152,10,P03588,hybrid_svd
C000153,1,P01780,hybrid_svd
C000153,2,P01522,hybrid_svd
C000153,3,P01794,hybrid_svd
C000153,4,P00081,hybrid_svd
C000153,5,P00344,hybrid_svd
C000153,6,P02067,hybrid_svd
C000153,7,P03836,hybrid_svd
C000153,8,P03180,hybrid_svd
C000153,9,P00117,hybrid_svd
C000153,10,P01639,hybrid_svd
C000155,1,P03279,hybrid_svd
C000155,2,P02231,hybrid_svd
C000155,3,P03008,hybrid_svd
C000155,4,P02787,hybrid_svd
C000155,5,P04237,hybrid_svd
C000155,6,P00365,hybrid_svd
C000155,7,P02863,hybrid_svd
C000155,8,P04585,hybrid_svd
C000155,9,P04848,hybrid_svd
C000155,10,P03263,hybrid_svd
C000157,1,P03652,hybrid_svd
C000157,2,P01287,hybrid_svd
C000157,3,P01678,hybrid_svd
C000157,4,P03810,hybrid_svd
C000157,5,P00798,hybrid_svd
C000157,6,P02697,hybrid_svd
C000157,7,P01731,hybrid_svd
C000157,8,P03408,hybrid_svd
C000157,9,P03333,hybrid_svd
C000157,10,P02798,hybrid_svd
C000158,1,P04515,hybrid_svd
C000158,2,P01654,hybrid_svd
C000158,3,P04982,hybrid_svd
C000158,4,P02338,hybrid_svd
C000158,5,P02622,hybrid_svd
C000158,6,P00538,hybrid_svd
C000158,7,P03600,hybrid_svd
C000158,8,P01931,hybrid_svd
C000158,9,P00955,hybrid_svd
C000158,10,P01522,hybrid_svd
C000160,1,P02592,hybrid_svd
C000160,2,P04002,hybrid_svd
C000160,3,P00146,hybrid_svd
C000160,4,P04166,hybrid_svd
C000160,5,P02793,hybrid_svd
C000160,6,P04367,hybrid_svd
C000160,7,P02735,hybrid_svd
C000160,8,P00366,hybrid_svd
C000160,9,P03592,hybrid_svd
C000160,10,P04343,hybrid_svd
C000161,1,P01011,hybrid_svd
C000161,2,P04072,hybrid_svd
C000161,3,P03652,hybrid_svd
C000161,4,P00079,hybrid_svd
C000161,5,P01591,hybrid_svd
C000161,6,P03140,hybrid_svd
C000161,7,P04357,hybrid_svd
C000161,8,P03408,hybrid_svd
C000161,9,P02181,hybrid_svd
C000161,10,P04108,hybrid_svd
C000163,1,P03187,hybrid_svd
C000163,2,P02325,hybrid_svd
C000163,3,P03564,hybrid_svd
C000163,4,P04015,hybrid_svd
C000163,5,P03603,hybrid_svd
C000163,6,P04242,hybrid_svd
C000163,7,P01903,hybrid_svd
C000163,8,P04146,hybrid_svd
C000163,9,P02972,hybrid_svd
C000163,10,P03339,hybrid_svd
C000164,1,P01025,hybrid_svd
C000164,2,P02067,hybrid_svd
C000164,3,P00344,hybrid_svd
C000164,4,P00081,hybrid_svd
C000164,5,P03797,hybrid_svd
C000164,6,P01794,hybrid_svd
C000164,7,P03170,hybrid_svd
C000164,8,P00183,hybrid_svd
C000164,9,P03836,hybrid_svd
C000164,10,P04698,hybrid_svd
C000165,1,P02650,hybrid_svd
C000165,2,P00798,hybrid_svd
C000165,3,P02697,hybrid_svd
C000165,4,P01203,hybrid_svd
C000165,5,P04105,hybrid_svd
C000165,6,P01715,hybrid_svd
C000165,7,P03469,hybrid_svd
C000165,8,P00653,hybrid_svd
C000165,9,P01287,hybrid_svd
C000165,10,P03954,hybrid_svd
C000166,1,P03333,hybrid_svd
C000166,2,P03379,hybrid_svd
C000166,3,P04477,hybrid_svd
C000166,4,P01980,hybrid_svd
C000166,5,P03877,hybrid_svd
C000166,6,P04351,hybrid_svd
C000166,7,P03199,hybrid_svd
C000166,8,P02645,hybrid_svd
C000166,9,P02032,hybrid_svd
C000166,10,P02776,hybrid_svd
C000167,1,P03067,hybrid_svd
C000167,2,P04026,hybrid_svd
C000167,3,P00555,hybrid_svd
C000167,4,P01675,hybrid_svd
C000167,5,P01678,hybrid_svd
C000167,6,P02824,hybrid_svd
C000167,7,P03146,hybrid_svd
C000167,8,P03277,hybrid_svd
C000167,9,P03125,hybrid_svd
C000167,10,P03241,hybrid_svd
C000168,1,P01709,hybrid_svd
C000168,2,P03682,hybrid_svd
C000168,3,P02281,hybrid_svd
C000168,4,P03998,hybrid_svd
C000168,5,P02280,hybrid_svd
C000168,6,P01248,hybrid_svd
C000168,7,P01937,hybrid_svd
C000168,8,P04506,hybrid_svd
C000168,9,P01903,hybrid_svd
C000168,10,P00181,hybrid_svd
C000170,1,P01654,hybrid_svd
C000170,2,P02622,hybrid_svd
C000170,3,P02776,hybrid_svd
C000170,4,P00538,hybrid_svd
C000170,5,P00993,hybrid_svd
C000170,6,P02338,hybrid_svd
C000170,7,P02859,hybrid_svd
C000170,8,P01573,hybrid_svd
C000170,9,P04927,hybrid_svd
C000170,10,P04575,hybrid_svd
C000171,1,P02741,hybrid_svd
C000171,2,P00884,hybrid_svd
C000171,3,P02129,hybrid_svd
C000171,4,P02899,hybrid_svd
C000171,5,P04698,hybrid_svd
C000171,6,P02334,hybrid_svd
C000171,7,P01373,hybrid_svd
C000171,8,P02729,hybrid_svd
C000171,9,P03180,hybrid_svd
C000171,10,P02236,hybrid_svd
C000172,1,P03545,hybrid_svd
C000172,2,P00191,hybrid_svd
C000172,3,P02197,hybrid_svd
C000172,4,P01955,hybrid_svd
C000172,5,P04668,hybrid_svd
C000172,6,P02457,hybrid_svd
C000172,7,P03733,hybrid_svd
C000172,8,P02903,hybrid_svd
C000172,9,P01209,hybrid_svd
C000172,10,P01834,hybrid_svd
C000176,1,P00024,hybrid_svd
C000176,2,P00651,hybrid_svd
C000176,3,P04975,hybrid_svd
C000176,4,P04539,hybrid_svd
C000176,5,P00611,hybrid_svd
C000176,6,P03792,hybrid_svd
C000176,7,P00389,hybrid_svd
C000176,8,P04812,hybrid_svd
C000176,9,P03371,hybrid_svd
C000176,10,P00180,hybrid_svd
C000177,1,P00024,hybrid_svd
C000177,2,P04582,hybrid_svd
C000177,3,P02710,hybrid_svd
C000177,4,P00611,hybrid_svd
C000177,5,P03564,hybrid_svd
C000177,6,P04539,hybrid_svd
C000177,7,P04046,hybrid_svd
C000177,8,P02065,hybrid_svd
C000177,9,P04812,hybrid_svd
C000177,10,P00180,hybrid_svd
C000180,1,P02487,hybrid_svd
C000180,2,P04794,hybrid_svd
C000180,3,P00442,hybrid_svd
C000180,4,P01783,hybrid_svd
C000180,5,P02817,hybrid_svd
C000180,6,P00427,hybrid_svd
C000180,7,P00288,hybrid_svd
C000180,8,P00215,hybrid_svd
C000180,9,P03103,hybrid_svd
C000180,10,P04568,hybrid_svd
C000181,1,P04046,hybrid_svd
C000181,2,P02716,hybrid_svd
C000181,3,P04582,hybrid_svd
C000181,4,P00442,hybrid_svd
C000181,5,P01108,hybrid_svd
C000181,6,P03873,hybrid_svd
C000181,7,P03945,hybrid_svd
C000181,8,P03797,hybrid_svd
C000181,9,P02767,hybrid_svd
C000181,10,P03653,hybrid_svd
C000182,1,P03896,hybrid_svd
C000182,2,P04248,hybrid_svd
C000182,3,P00078,hybrid_svd
C000182,4,P03339,hybrid_svd
C000182,5,P01439,hybrid_svd
C000182,6,P00685,hybrid_svd
C000182,7,P02206,hybrid_svd
C000182,8,P00945,hybrid_svd
C000182,9,P00835,hybrid_svd
C000182,10,P00230,hybrid_svd
C000184,1,P02674,hybrid_svd
C000184,2,P03263,hybrid_svd
C000184,3,P03663,hybrid_svd
C000184,4,P00287,hybrid_svd
C000184,5,P04675,hybrid_svd
C000184,6,P02334,hybrid_svd
C000184,7,P01115,hybrid_svd
C000184,8,P01890,hybrid_svd
C000184,9,P00949,hybrid_svd
C000184,10,P01678,hybrid_svd
C000187,1,P02295,hybrid_svd
C000187,2,P04515,hybrid_svd
C000187,3,P04552,hybrid_svd
C000187,4,P00093,hybrid_svd
C000187,5,P04587,hybrid_svd
C000187,6,P04619,hybrid_svd
C000187,7,P03046,hybrid_svd
C000187,8,P00760,hybrid_svd
C000187,9,P01319,hybrid_svd
C000187,10,P03915,hybrid_svd
C000188,1,P00395,hybrid_svd
C000188,2,P02484,hybrid_svd
C000188,3,P04333,hybrid_svd
C000188,4,P03174,hybrid_svd
C000188,5,P01439,hybrid_svd
C000188,6,P00978,hybrid_svd
C000188,7,P02507,hybrid_svd
C000188,8,P00094,hybrid_svd
C000188,9,P02370,hybrid_svd
C000188,10,P02558,hybrid_svd
C000189,1,P02055,hybrid_svd
C000189,2,P01173,hybrid_svd
C000189,3,P03234,hybrid_svd
C000189,4,P03395,hybrid_svd
C000189,5,P04552,hybrid_svd
C000189,6,P01429,hybrid_svd
C000189,7,P03838,hybrid_svd
C000189,8,P00524,hybrid_svd
C000189,9,P04515,hybrid_svd
C000189,10,P03379,hybrid_svd
C000190,1,P04709,hybrid_svd
C000190,2,P03139,hybrid_svd
C000190,3,P02716,hybrid_svd
C000190,4,P03485,hybrid_svd
C000190,5,P00692,hybrid_svd
C000190,6,P02863,hybrid_svd
C000190,7,P04582,hybrid_svd
C000190,8,P00907,hybrid_svd
C000190,9,P02798,hybrid_svd
C000190,10,P03838,hybrid_svd
C000191,1,P04582,hybrid_svd
C000191,2,P00442,hybrid_svd
C000191,3,P02716,hybrid_svd
C000191,4,P04046,hybrid_svd
C000191,5,P01145,hybrid_svd
C000191,6,P01845,hybrid_svd
C000191,7,P01797,hybrid_svd
C000191,8,P04668,hybrid_svd
C000191,9,P01560,hybrid_svd
C000191,10,P03597,hybrid_svd
C000195,1,P04010,hybrid_svd
C000195,2,P03672,hybrid_svd
C000195,3,P00368,hybrid_svd
C000195,4,P04998,hybrid_svd
C000195,5,P03597,hybrid_svd
C000195,6,P03485,hybrid_svd
C000195,7,P02735,hybrid_svd
C000195,8,P00856,hybrid_svd
C000195,9,P03039,hybrid_svd
C000195,10,P01510,hybrid_svd
C000196,1,P00651,hybrid_svd
C000196,2,P00024,hybrid_svd
C000196,3,P04975,hybrid_svd
C000196,4,P00611,hybrid_svd
C000196,5,P04539,hybrid_svd
C000196,6,P02457,hybrid_svd
C000196,7,P04639,hybrid_svd
C000196,8,P00180,hybrid_svd
C000196,9,P02129,hybrid_svd
C000196,10,P01797,hybrid_svd
C000197,1,P00287,hybrid_svd
C000197,2,P01024,hybrid_svd
C000197,3,P04453,hybrid_svd
C000197,4,P02395,hybrid_svd
C000197,5,P03279,hybrid_svd
C000197,6,P02741,hybrid_svd
C000197,7,P02309,hybrid_svd
C000197,8,P02899,hybrid_svd
C000197,9,P03738,hybrid_svd
C000197,10,P02650,hybrid_svd
C000198,1,P03682,hybrid_svd
C000198,2,P01647,hybrid_svd
C000198,3,P04693,hybrid_svd
C000198,4,P01059,hybrid_svd
C000198,5,P01060,hybrid_svd
C000198,6,P03488,hybrid_svd
C000198,7,P02782,hybrid_svd
C000198,8,P03519,hybrid_svd
C000198,9,P01066,hybrid_svd
C000198,10,P01248,hybrid_svd
C000200,1,P00955,hybrid_svd
C000200,2,P02622,hybrid_svd
C000200,3,P00907,hybrid_svd
C000200,4,P03139,hybrid_svd
C000200,5,P01375,hybrid_svd
C000200,6,P02118,hybrid_svd
C000200,7,P02338,hybrid_svd
C000200,8,P00735,hybrid_svd
C000200,9,P00762,hybrid_svd
C000200,10,P04046,hybrid_svd
C000201,1,P04616,hybrid_svd
C000201,2,P01678,hybrid_svd
C000201,3,P03070,hybrid_svd
C000201,4,P00872,hybrid_svd
C000201,5,P03200,hybrid_svd
C000201,6,P04550,hybrid_svd
C000201,7,P04416,hybrid_svd
C000201,8,P02581,hybrid_svd
C000201,9,P02236,hybrid_svd
C000201,10,P02824,hybrid_svd
C000202,1,P01248,hybrid_svd
C000202,2,P01059,hybrid_svd
C000202,3,P01937,hybrid_svd
C000202,4,P00127,hybrid_svd
C000202,5,P01231,hybrid_svd
C000202,6,P01709,hybrid_svd
C000202,7,P03519,hybrid_svd
C000202,8,P02281,hybrid_svd
C000202,9,P03339,hybrid_svd
C000202,10,P00982,hybrid_svd
C000204,1,P00208,hybrid_svd
C000204,2,P04693,hybrid_svd
C000204,3,P03682,hybrid_svd
C000204,4,P01903,hybrid_svd
C000204,5,P01896,hybrid_svd
C000204,6,P00267,hybrid_svd
C000204,7,P01443,hybrid_svd
C000204,8,P02305,hybrid_svd
C000204,9,P03896,hybrid_svd
C000204,10,P02035,hybrid_svd
C000205,1,P04636,hybrid_svd
C000205,2,P03263,hybrid_svd
C000205,3,P02325,hybrid_svd
C000205,4,P02312,hybrid_svd
C000205,5,P01913,hybrid_svd
C000205,6,P02741,hybrid_svd
C000205,7,P01504,hybrid_svd
C000205,8,P02899,hybrid_svd
C000205,9,P03172,hybrid_svd
C000205,10,P00392,hybrid_svd
C000206,1,P01024,hybrid_svd
C000206,2,P02055,hybrid_svd
C000206,3,P04015,hybrid_svd
C000206,4,P01059,hybrid_svd
C000206,5,P03896,hybrid_svd
C000206,6,P03773,hybrid_svd
C000206,7,P03299,hybrid_svd
C000206,8,P04693,hybrid_svd
C000206,9,P01443,hybrid_svd
C000206,10,P04770,hybrid_svd
C000209,1,P03067,hybrid_svd
C000209,2,P01166,hybrid_svd
C000209,3,P04585,hybrid_svd
C000209,4,P03008,hybrid_svd
C000209,5,P03486,hybrid_svd
C000209,6,P01640,hybrid_svd
C000209,7,P02899,hybrid_svd
C000209,8,P00680,hybrid_svd
C000209,9,P02174,hybrid_svd
C000209,10,P01615,hybrid_svd
C000210,1,P03603,hybrid_svd
C000210,2,P01019,hybrid_svd
C000210,3,P02716,hybrid_svd
C000210,4,P03434,hybrid_svd
C000210,5,P01917,hybrid_svd
C000210,6,P01572,hybrid_svd
C000210,7,P03564,hybrid_svd
C000210,8,P00183,hybrid_svd
C000210,9,P02214,hybrid_svd
C000210,10,P04358,hybrid_svd
C000211,1,P00663,hybrid_svd
C000211,2,P01935,hybrid_svd
C000211,3,P04453,hybrid_svd
C000211,4,P03663,hybrid_svd
C000211,5,P02231,hybrid_svd
C000211,6,P00234,hybrid_svd
C000211,7,P03251,hybrid_svd
C000211,8,P00453,hybrid_svd
C000211,9,P04559,hybrid_svd
C000211,10,P00565,hybrid_svd
C000212,1,P02305,hybrid_svd
C000212,2,P00208,hybrid_svd
C000212,3,P04770,hybrid_svd
C000212,4,P02035,hybrid_svd
C000212,5,P04312,hybrid_svd
C000212,6,P04380,hybrid_svd
C000212,7,P00127,hybrid_svd
C000212,8,P00776,hybrid_svd
C000212,9,P02416,hybrid_svd
C000212,10,P02070,hybrid_svd
C000218,1,P00197,hybrid_svd
C000218,2,P04616,hybrid_svd
C000218,3,P04204,hybrid_svd
C000218,4,P01992,hybrid_svd
C000218,5,P03494,hybrid_svd
C000218,6,P01024,hybrid_svd
C000218,7,P03200,hybrid_svd
C000218,8,P02669,hybrid_svd
C000218,9,P01678,hybrid_svd
C000218,10,P04143,hybrid_svd
C000219,1,P02767,hybrid_svd
C000219,2,P01108,hybrid_svd
C000219,3,P04954,hybrid_svd
C000219,4,P01591,hybrid_svd
C000219,5,P01736,hybrid_svd
C000219,6,P03873,hybrid_svd
C000219,7,P03648,hybrid_svd
C000219,8,P01866,hybrid_svd
C000219,9,P03956,hybrid_svd
C000219,10,P01107,hybrid_svd
C000221,1,P00978,hybrid_svd
C000221,2,P00330,hybrid_svd
C000221,3,P02258,hybrid_svd
C000221,4,P04036,hybrid_svd
C000221,5,P03651,hybrid_svd
C000221,6,P04566,hybrid_svd
C000221,7,P02169,hybrid_svd
C000221,8,P00132,hybrid_svd
C000221,9,P00094,hybrid_svd
C000221,10,P04635,hybrid_svd
C000222,1,P01780,hybrid_svd
C000222,2,P02922,hybrid_svd
C000222,3,P00117,hybrid_svd
C000222,4,P03276,hybrid_svd
C000222,5,P03457,hybrid_svd
C000222,6,P02585,hybrid_svd
C000222,7,P00514,hybrid_svd
C000222,8,P03912,hybrid_svd
C000222,9,P00472,hybrid_svd
C000222,10,P00947,hybrid_svd
C000225,1,P00146,hybrid_svd
C000225,2,P01547,hybrid_svd
C000225,3,P00115,hybrid_svd
C000225,4,P02121,hybrid_svd
C000225,5,P01869,hybrid_svd
C000225,6,P00289,hybrid_svd
C000225,7,P00807,hybrid_svd
C000225,8,P00323,hybrid_svd
C000225,9,P04002,hybrid_svd
C000225,10,P01796,hybrid_svd
C000226,1,P00728,hybrid_svd
C000226,2,P01510,hybrid_svd
C000226,3,P03485,hybrid_svd
C000226,4,P04982,hybrid_svd
C000226,5,P04709,hybrid_svd
C000226,6,P02323,hybrid_svd
C000226,7,P02164,hybrid_svd
C000226,8,P01964,hybrid_svd
C000226,9,P02622,hybrid_svd
C000226,10,P00926,hybrid_svd
C000228,1,P04897,hybrid_svd
C000228,2,P03663,hybrid_svd
C000228,3,P03299,hybrid_svd
C000228,4,P03414,hybrid_svd
C000228,5,P04059,hybrid_svd
C000228,6,P02174,hybrid_svd
C000228,7,P02395,hybrid_svd
C000228,8,P00820,hybrid_svd
C000228,9,P02595,hybrid_svd
C000228,10,P01760,hybrid_svd
C000231,1,P01722,hybrid_svd
C000231,2,P03092,hybrid_svd
C000231,3,P00093,hybrid_svd
C000231,4,P04619,hybrid_svd
C000231,5,P01793,hybrid_svd
C000231,6,P04628,hybrid_svd
C000231,7,P02645,hybrid_svd
C000231,8,P01648,hybrid_svd
C000231,9,P02065,hybrid_svd
C000231,10,P00100,hybrid_svd
C000232,1,P04003,hybrid_svd
C000232,2,P04679,hybrid_svd
C000232,3,P04453,hybrid_svd
C000232,4,P02741,hybrid_svd
C000232,5,P02650,hybrid_svd
C000232,6,P04272,hybrid_svd
C000232,7,P01024,hybrid_svd
C000232,8,P00390,hybrid_svd
C000232,9,P01758,hybrid_svd
C000232,10,P02395,hybrid_svd
C000235,1,P03339,hybrid_svd
C000235,2,P02622,hybrid_svd
C000235,3,P04242,hybrid_svd
C000235,4,P02304,hybrid_svd
C000235,5,P03873,hybrid_svd
C000235,6,P01108,hybrid_svd
C000235,7,P01903,hybrid_svd
C000235,8,P00181,hybrid_svd
C000235,9,P02767,hybrid_svd
C000235,10,P02281,hybrid_svd
C000237,1,P02537,hybrid_svd
C000237,2,P03199,hybrid_svd
C000237,3,P00776,hybrid_svd
C000237,4,P04146,hybrid_svd
C000237,5,P02217,hybrid_svd
C000237,6,P04770,hybrid_svd
C000237,7,P01977,hybrid_svd
C000237,8,P01880,hybrid_svd
C000237,9,P00902,hybrid_svd
C000237,10,P03978,hybrid_svd
C000243,1,P02824,hybrid_svd
C000243,2,P02395,hybrid_svd
C000243,3,P03942,hybrid_svd
C000243,4,P03680,hybrid_svd
C000243,5,P02333,hybrid_svd
C000243,6,P02113,hybrid_svd
C000243,7,P02755,hybrid_svd
C000243,8,P02650,hybrid_svd
C000243,9,P03365,hybrid_svd
C000243,10,P01237,hybrid_svd
C000244,1,P01019,hybrid_svd
C000244,2,P04744,hybrid_svd
C000244,3,P03434,hybrid_svd
C000244,4,P02716,hybrid_svd
C000244,5,P03285,hybrid_svd
C000244,6,P03564,hybrid_svd
C000244,7,P00450,hybrid_svd
C000244,8,P00786,hybrid_svd
C000244,9,P01173,hybrid_svd
C000244,10,P03103,hybrid_svd
C000246,1,P00760,hybrid_svd
C000246,2,P01504,hybrid_svd
C000246,3,P00501,hybrid_svd
C000246,4,P03779,hybrid_svd
C000246,5,P02776,hybrid_svd
C000246,6,P03651,hybrid_svd
C000246,7,P04440,hybrid_svd
C000246,8,P00366,hybrid_svd
C000246,9,P03395,hybrid_svd
C000246,10,P02294,hybrid_svd
C000247,1,P02650,hybrid_svd
C000247,2,P04003,hybrid_svd
C000247,3,P01231,hybrid_svd
C000247,4,P03355,hybrid_svd
C000247,5,P00651,hybrid_svd
C000247,6,P00663,hybrid_svd
