customer_id,cluster,segment_name
C038811,3,Mid-Tier Active
C034205,3,Mid-Tier Active
C018867,3,Mid-Tier Active
C044004,1,Champions
C016784,3,Mid-Tier Active
C025454,0,Dormant 1
C041282,3,Mid-Tier Active
C020003,1,Champions
C015883,3,Mid-Tier Active
C008401,3,Mid-Tier Active
C017485,3,Mid-Tier Active
C036248,3,Mid-Tier Active
C048536,3,Mid-Tier Active
C035149,3,Mid-Tier Active
C020889,3,Mid-Tier Active
C035022,3,Mid-Tier Active
C048394,3,Mid-Tier Active
C014670,3,Mid-Tier Active
C020221,3,Mid-Tier Active
C008408,3,Mid-Tier Active
C005322,3,Mid-Tier Active
C021418,3,Mid-Tier Active
C045442,3,Mid-Tier Active
C044116,3,Mid-Tier Active
C047808,3,Mid-Tier Active
C041629,3,Mid-Tier Active
C025033,3,Mid-Tier Active
C045048,3,Mid-Tier Active
C035435,3,Mid-Tier Active
C048503,3,Mid-Tier Active
C038618,3,Mid-Tier Active
C004667,3,Mid-Tier Active
C010976,3,Mid-Tier Active
C004697,3,Mid-Tier Active
C020661,0,Dormant 1
C014550,3,Mid-Tier Active
C037998,3,Mid-Tier Active
C036181,3,Mid-Tier Active
C010877,0,Dormant 1
C000364,3,Mid-Tier Active
C027675,3,Mid-Tier Active
C026511,0,Dormant 1
C000576,3,Mid-Tier Active
C008457,3,Mid-Tier Active
C017403,3,Mid-Tier Active
C045027,0,Dormant 1
C003301,0,Dormant 1
C023531,3,Mid-Tier Active
C044555,3,Mid-Tier Active
C015384,3,Mid-Tier Active
C006426,0,Dormant 1
C013476,3,Mid-Tier Active
C011016,3,Mid-Tier Active
C027296,1,Champions
C021413,3,Mid-Tier Active
C006225,3,Mid-Tier Active
C044959,3,Mid-Tier Active
C013271,3,Mid-Tier Active
C022456,3,Mid-Tier Active
C009193,3,Mid-Tier Active
C036407,3,Mid-Tier Active
C003991,3,Mid-Tier Active
C000938,3,Mid-Tier Active
C005601,0,Dormant 1
C016613,3,Mid-Tier Active
C045283,3,Mid-Tier Active
C010586,3,Mid-Tier Active
C034691,3,Mid-Tier Active
C037201,3,Mid-Tier Active
C033193,3,Mid-Tier Active
C043835,3,Mid-Tier Active
C045510,1,Champions
C010198,3,Mid-Tier Active
C032578,3,Mid-Tier Active
C048659,3,Mid-Tier Active
C020126,3,Mid-Tier Active
C005522,3,Mid-Tier Active
C004892,3,Mid-Tier Active
C022489,3,Mid-Tier Active
C041658,3,Mid-Tier Active
C034099,3,Mid-Tier Active
C020389,0,Dormant 1
C003769,3,Mid-Tier Active
C003922,3,Mid-Tier Active
C049120,3,Mid-Tier Active
C043743,3,Mid-Tier Active
C001617,0,Dormant 1
C019235,3,Mid-Tier Active
C011188,3,Mid-Tier Active
C025834,0,Dormant 1
C013346,3,Mid-Tier Active
C026249,3,Mid-Tier Active
C023649,3,Mid-Tier Active
C040752,0,Dormant 1
C032561,3,Mid-Tier Active
C005018,3,Mid-Tier Active
C038399,3,Mid-Tier Active
C013102,3,Mid-Tier Active
C035001,1,Champions
C027640,0,Dormant 1
C008367,3,Mid-Tier Active
C034104,3,Mid-Tier Active
C047891,3,Mid-Tier Active
C043191,3,Mid-Tier Active
C019512,3,Mid-Tier Active
C043159,3,Mid-Tier Active
C013703,3,Mid-Tier Active
C013877,3,Mid-Tier Active
C038003,3,Mid-Tier Active
C030503,3,Mid-Tier Active
C012646,3,Mid-Tier Active
C022458,3,Mid-Tier Active
C007772,0,Dormant 1
C015436,3,Mid-Tier Active
C023157,3,Mid-Tier Active
C033429,3,Mid-Tier Active
C015977,3,Mid-Tier Active
C009675,3,Mid-Tier Active
C002301,3,Mid-Tier Active
C028533,0,Dormant 1
C027144,3,Mid-Tier Active
C035491,3,Mid-Tier Active
C009609,3,Mid-Tier Active
C005116,3,Mid-Tier Active
C022053,3,Mid-Tier Active
C037316,3,Mid-Tier Active
C028261,3,Mid-Tier Active
C011332,3,Mid-Tier Active
C020414,3,Mid-Tier Active
C031584,3,Mid-Tier Active
C010146,3,Mid-Tier Active
C036392,3,Mid-Tier Active
C041937,3,Mid-Tier Active
C013918,1,Champions
C000112,3,Mid-Tier Active
C025780,3,Mid-Tier Active
C017143,3,Mid-Tier Active
C003204,0,Dormant 1
C026657,3,Mid-Tier Active
C022955,3,Mid-Tier Active
C021105,3,Mid-Tier Active
C012904,3,Mid-Tier Active
C017179,3,Mid-Tier Active
C022528,3,Mid-Tier Active
C010046,3,Mid-Tier Active
C009876,3,Mid-Tier Active
C036795,3,Mid-Tier Active
C032282,3,Mid-Tier Active
C039586,1,Champions
C047920,3,Mid-Tier Active
C017312,1,Champions
C034159,3,Mid-Tier Active
C009131,3,Mid-Tier Active
C005708,3,Mid-Tier Active
C020065,3,Mid-Tier Active
C026752,3,Mid-Tier Active
C036104,0,Dormant 1
C036338,3,Mid-Tier Active
C010827,3,Mid-Tier Active
C012291,3,Mid-Tier Active
C006533,3,Mid-Tier Active
C010592,3,Mid-Tier Active
C044705,0,Dormant 1
C005219,3,Mid-Tier Active
C025223,3,Mid-Tier Active
C022321,0,Dormant 1
C011130,3,Mid-Tier Active
C030785,3,Mid-Tier Active
C048880,3,Mid-Tier Active
C028708,3,Mid-Tier Active
C001468,3,Mid-Tier Active
C032933,3,Mid-Tier Active
C012687,3,Mid-Tier Active
C036113,3,Mid-Tier Active
C041725,3,Mid-Tier Active
C047215,3,Mid-Tier Active
C016724,3,Mid-Tier Active
C017364,3,Mid-Tier Active
C039609,3,Mid-Tier Active
C042769,0,Dormant 1
C007394,3,Mid-Tier Active
C049438,1,Champions
C006378,3,Mid-Tier Active
C046508,1,Champions
C009454,3,Mid-Tier Active
C007622,3,Mid-Tier Active
C034830,0,Dormant 1
C043645,3,Mid-Tier Active
C008547,3,Mid-Tier Active
C024131,3,Mid-Tier Active
C031629,3,Mid-Tier Active
C018181,3,Mid-Tier Active
C001905,3,Mid-Tier Active
C020479,3,Mid-Tier Active
C037469,3,Mid-Tier Active
C004669,3,Mid-Tier Active
C033768,3,Mid-Tier Active
C044986,3,Mid-Tier Active
C024735,0,Dormant 1
C028236,0,Dormant 1
C033994,3,Mid-Tier Active
C016898,0,Dormant 1
C017749,3,Mid-Tier Active
C008157,1,Champions
C028794,0,Dormant 1
C020173,3,Mid-Tier Active
C020570,3,Mid-Tier Active
C014441,1,Champions
C003686,3,Mid-Tier Active
C035741,3,Mid-Tier Active
C013290,3,Mid-Tier Active
C005058,3,Mid-Tier Active
C017017,3,Mid-Tier Active
C008812,3,Mid-Tier Active
C023623,3,Mid-Tier Active
C015934,3,Mid-Tier Active
C006863,1,Champions
C035744,3,Mid-Tier Active
C036982,3,Mid-Tier Active
C022250,3,Mid-Tier Active
C001282,3,Mid-Tier Active
C026092,3,Mid-Tier Active
C011775,3,Mid-Tier Active
C018689,3,Mid-Tier Active
C043457,3,Mid-Tier Active
C007785,3,Mid-Tier Active
C006235,3,Mid-Tier Active
C044486,3,Mid-Tier Active
C041501,0,Dormant 1
C021705,3,Mid-Tier Active
C008898,3,Mid-Tier Active
C032990,3,Mid-Tier Active
C016894,3,Mid-Tier Active
C021839,3,Mid-Tier Active
C040504,3,Mid-Tier Active
C022740,3,Mid-Tier Active
C027680,3,Mid-Tier Active
C027549,3,Mid-Tier Active
C017519,3,Mid-Tier Active
C001237,3,Mid-Tier Active
C025449,3,Mid-Tier Active
C044778,3,Mid-Tier Active
C046888,3,Mid-Tier Active
C038842,3,Mid-Tier Active
C013235,3,Mid-Tier Active
C042400,3,Mid-Tier Active
C033377,3,Mid-Tier Active
C025895,0,Dormant 1
C015652,3,Mid-Tier Active
C007433,3,Mid-Tier Active
C035916,3,Mid-Tier Active
C042280,3,Mid-Tier Active
C017763,1,Champions
C015984,0,Dormant 1
C044236,3,Mid-Tier Active
C008368,3,Mid-Tier Active
C013704,3,Mid-Tier Active
C016308,0,Dormant 1
C032467,3,Mid-Tier Active
C006145,3,Mid-Tier Active
C018410,3,Mid-Tier Active
C034353,3,Mid-Tier Active
C022888,3,Mid-Tier Active
C000658,3,Mid-Tier Active
C032678,3,Mid-Tier Active
C019720,3,Mid-Tier Active
C032009,3,Mid-Tier Active
C006169,0,Dormant 1
C004082,3,Mid-Tier Active
C005533,3,Mid-Tier Active
C015610,3,Mid-Tier Active
C034375,3,Mid-Tier Active
C035727,3,Mid-Tier Active
C024141,3,Mid-Tier Active
C039141,3,Mid-Tier Active
C010921,3,Mid-Tier Active
C031893,3,Mid-Tier Active
C000748,3,Mid-Tier Active
C046312,3,Mid-Tier Active
C019903,3,Mid-Tier Active
C048562,3,Mid-Tier Active
C041488,3,Mid-Tier Active
C035404,3,Mid-Tier Active
C000901,3,Mid-Tier Active
C004115,3,Mid-Tier Active
C041113,3,Mid-Tier Active
C043733,3,Mid-Tier Active
C036425,3,Mid-Tier Active
C018562,3,Mid-Tier Active
C046955,3,Mid-Tier Active
C016657,1,Champions
C029418,3,Mid-Tier Active
C004830,3,Mid-Tier Active
C037689,3,Mid-Tier Active
C022090,3,Mid-Tier Active
C041613,3,Mid-Tier Active
C011414,3,Mid-Tier Active
C010995,0,Dormant 1
C029065,3,Mid-Tier Active
C046729,3,Mid-Tier Active
C034523,3,Mid-Tier Active
C045320,3,Mid-Tier Active
C018465,3,Mid-Tier Active
C008327,3,Mid-Tier Active
C028701,3,Mid-Tier Active
C039281,3,Mid-Tier Active
C045926,3,Mid-Tier Active
C007011,3,Mid-Tier Active
C042169,3,Mid-Tier Active
C038498,3,Mid-Tier Active
C033869,3,Mid-Tier Active
C044163,3,Mid-Tier Active
C007089,0,Dormant 1
C006951,3,Mid-Tier Active
C005940,0,Dormant 1
C016598,3,Mid-Tier Active
C041061,3,Mid-Tier Active
C008775,3,Mid-Tier Active
C041995,3,Mid-Tier Active
C039237,3,Mid-Tier Active
C013597,3,Mid-Tier Active
C044771,0,Dormant 1
C021167,3,Mid-Tier Active
C030389,3,Mid-Tier Active
C008964,3,Mid-Tier Active
C027240,0,Dormant 1
C048599,3,Mid-Tier Active
C047842,3,Mid-Tier Active
C020129,0,Dormant 1
C018454,3,Mid-Tier Active
C049133,3,Mid-Tier Active
C011524,3,Mid-Tier Active
C006648,3,Mid-Tier Active
C023356,3,Mid-Tier Active
C044308,3,Mid-Tier Active
C023925,0,Dormant 1
C025243,3,Mid-Tier Active
C015975,0,Dormant 1
C029888,3,Mid-Tier Active
C008874,3,Mid-Tier Active
C010171,3,Mid-Tier Active
C018803,3,Mid-Tier Active
C039987,3,Mid-Tier Active
C048497,3,Mid-Tier Active
C039653,3,Mid-Tier Active
C025192,3,Mid-Tier Active
C030065,3,Mid-Tier Active
C019149,3,Mid-Tier Active
C020658,3,Mid-Tier Active
C047492,3,Mid-Tier Active
C039764,3,Mid-Tier Active
C036750,3,Mid-Tier Active
C019768,3,Mid-Tier Active
C020565,3,Mid-Tier Active
C035700,3,Mid-Tier Active
C049269,3,Mid-Tier Active
C048452,3,Mid-Tier Active
C031800,0,Dormant 1
C015169,3,Mid-Tier Active
C014175,0,Dormant 1
C001530,3,Mid-Tier Active
C013176,3,Mid-Tier Active
C019892,3,Mid-Tier Active
C009746,3,Mid-Tier Active
C025402,3,Mid-Tier Active
C017466,1,Champions
C000666,3,Mid-Tier Active
C024882,3,Mid-Tier Active
C015756,3,Mid-Tier Active
C003604,0,Dormant 1
C044278,3,Mid-Tier Active
C017134,3,Mid-Tier Active
C029685,3,Mid-Tier Active
C010601,3,Mid-Tier Active
C034899,0,Dormant 1
C029987,3,Mid-Tier Active
C027629,3,Mid-Tier Active
C009511,0,Dormant 1
C027271,3,Mid-Tier Active
C041170,3,Mid-Tier Active
C034015,0,Dormant 1
C046127,1,Champions
C028686,3,Mid-Tier Active
C006652,3,Mid-Tier Active
C039302,3,Mid-Tier Active
C001440,3,Mid-Tier Active
C049247,3,Mid-Tier Active
C036623,0,Dormant 1
C003768,0,Dormant 1
C048775,3,Mid-Tier Active
C031352,3,Mid-Tier Active
C009687,0,Dormant 1
C031633,3,Mid-Tier Active
C022607,0,Dormant 1
C019533,3,Mid-Tier Active
C044051,3,Mid-Tier Active
C047820,3,Mid-Tier Active
C005783,3,Mid-Tier Active
C002124,3,Mid-Tier Active
C034213,0,Dormant 1
C032327,3,Mid-Tier Active
C002499,3,Mid-Tier Active
C004054,3,Mid-Tier Active
C034916,3,Mid-Tier Active
C007335,3,Mid-Tier Active
C035585,3,Mid-Tier Active
C023855,3,Mid-Tier Active
C036599,0,Dormant 1
C002651,3,Mid-Tier Active
C019346,3,Mid-Tier Active
C034531,3,Mid-Tier Active
C034813,3,Mid-Tier Active
C000776,3,Mid-Tier Active
C039834,3,Mid-Tier Active
C026295,3,Mid-Tier Active
C002802,3,Mid-Tier Active
C038305,0,Dormant 1
C026974,3,Mid-Tier Active
C008266,3,Mid-Tier Active
C047556,3,Mid-Tier Active
C020888,3,Mid-Tier Active
C003689,3,Mid-Tier Active
C021097,3,Mid-Tier Active
C025908,3,Mid-Tier Active
C024752,0,Dormant 1
C041652,3,Mid-Tier Active
C012097,0,Dormant 1
C025662,0,Dormant 1
C007003,3,Mid-Tier Active
C048047,0,Dormant 1
C007643,3,Mid-Tier Active
C006436,3,Mid-Tier Active
C002968,3,Mid-Tier Active
C001309,3,Mid-Tier Active
C004933,3,Mid-Tier Active
C003018,0,Dormant 1
C038633,3,Mid-Tier Active
C036794,1,Champions
C040191,3,Mid-Tier Active
C014539,3,Mid-Tier Active
C032168,3,Mid-Tier Active
C044901,3,Mid-Tier Active
C001866,3,Mid-Tier Active
C015463,3,Mid-Tier Active
C042513,3,Mid-Tier Active
C028341,3,Mid-Tier Active
C019125,3,Mid-Tier Active
C017947,3,Mid-Tier Active
C000955,0,Dormant 1
C006332,3,Mid-Tier Active
C040619,0,Dormant 1
C032002,3,Mid-Tier Active
C017052,3,Mid-Tier Active
C034875,3,Mid-Tier Active
C026262,3,Mid-Tier Active
C046052,3,Mid-Tier Active
C048737,3,Mid-Tier Active
C011534,0,Dormant 1
C006680,3,Mid-Tier Active
C001613,3,Mid-Tier Active
C045139,3,Mid-Tier Active
C035309,3,Mid-Tier Active
C015225,3,Mid-Tier Active
C024434,3,Mid-Tier Active
C018972,3,Mid-Tier Active
C023592,3,Mid-Tier Active
C011008,3,Mid-Tier Active
C017808,3,Mid-Tier Active
C025366,3,Mid-Tier Active
C031575,3,Mid-Tier Active
C024616,3,Mid-Tier Active
C021688,3,Mid-Tier Active
C023171,3,Mid-Tier Active
C042286,3,Mid-Tier Active
C034688,0,Dormant 1
C001446,3,Mid-Tier Active
C027886,3,Mid-Tier Active
C039271,3,Mid-Tier Active
C019197,3,Mid-Tier Active
C013334,0,Dormant 1
C031837,1,Champions
C017308,3,Mid-Tier Active
C017838,3,Mid-Tier Active
C017346,3,Mid-Tier Active
C017750,3,Mid-Tier Active
C004329,3,Mid-Tier Active
C041810,3,Mid-Tier Active
C032162,3,Mid-Tier Active
C033896,3,Mid-Tier Active
C012842,0,Dormant 1
C048107,0,Dormant 1
C042227,3,Mid-Tier Active
C025372,3,Mid-Tier Active
C029143,3,Mid-Tier Active
C004687,3,Mid-Tier Active
C033700,3,Mid-Tier Active
C000522,3,Mid-Tier Active
C025997,3,Mid-Tier Active
C032795,3,Mid-Tier Active
C026522,3,Mid-Tier Active
C017692,3,Mid-Tier Active
C009829,3,Mid-Tier Active
C049174,3,Mid-Tier Active
C049730,3,Mid-Tier Active
C045023,3,Mid-Tier Active
C047650,3,Mid-Tier Active
C027175,3,Mid-Tier Active
C027735,3,Mid-Tier Active
C027850,3,Mid-Tier Active
C045474,3,Mid-Tier Active
C018738,3,Mid-Tier Active
C017634,3,Mid-Tier Active
C036214,0,Dormant 1
C036925,3,Mid-Tier Active
C009791,3,Mid-Tier Active
C034644,3,Mid-Tier Active
C003143,3,Mid-Tier Active
C012537,3,Mid-Tier Active
C046226,3,Mid-Tier Active
C031064,1,Champions
C022672,0,Dormant 1
C004073,3,Mid-Tier Active
C035770,3,Mid-Tier Active
C010978,3,Mid-Tier Active
C021800,3,Mid-Tier Active
C049201,3,Mid-Tier Active
C008810,3,Mid-Tier Active
C009079,3,Mid-Tier Active
C038582,0,Dormant 1
C026368,3,Mid-Tier Active
C046894,0,Dormant 1
C049735,3,Mid-Tier Active
C042721,3,Mid-Tier Active
C011674,3,Mid-Tier Active
C022958,3,Mid-Tier Active
C016627,3,Mid-Tier Active
C016450,3,Mid-Tier Active
C019676,3,Mid-Tier Active
C017099,3,Mid-Tier Active
C049277,3,Mid-Tier Active
C005136,0,Dormant 1
C038023,0,Dormant 1
C022516,0,Dormant 1
C004553,3,Mid-Tier Active
C014150,0,Dormant 1
C005243,3,Mid-Tier Active
C031914,0,Dormant 1
C048361,3,Mid-Tier Active
C024709,0,Dormant 1
C019180,3,Mid-Tier Active
C031607,0,Dormant 1
C040448,3,Mid-Tier Active
C016819,3,Mid-Tier Active
C017731,3,Mid-Tier Active
C044706,0,Dormant 1
C014337,3,Mid-Tier Active
C006828,3,Mid-Tier Active
C046628,3,Mid-Tier Active
C044938,3,Mid-Tier Active
C001043,3,Mid-Tier Active
C016511,0,Dormant 1
C007508,3,Mid-Tier Active
C034792,3,Mid-Tier Active
C033375,0,Dormant 1
C036485,1,Champions
C038414,3,Mid-Tier Active
C019295,0,Dormant 1
C021110,0,Dormant 1
C029255,3,Mid-Tier Active
C001834,1,Champions
C005402,3,Mid-Tier Active
C045216,3,Mid-Tier Active
C011196,3,Mid-Tier Active
C007610,1,Champions
C005853,3,Mid-Tier Active
C005730,0,Dormant 1
C036369,3,Mid-Tier Active
C049703,3,Mid-Tier Active
C008657,3,Mid-Tier Active
C047586,0,Dormant 1
C047454,3,Mid-Tier Active
C048068,3,Mid-Tier Active
C005421,3,Mid-Tier Active
C001804,3,Mid-Tier Active
C040047,3,Mid-Tier Active
C023810,3,Mid-Tier Active
C032978,3,Mid-Tier Active
C026379,0,Dormant 1
C002219,3,Mid-Tier Active
C010732,3,Mid-Tier Active
C042561,3,Mid-Tier Active
C009638,3,Mid-Tier Active
C029683,3,Mid-Tier Active
C027722,3,Mid-Tier Active
C006070,3,Mid-Tier Active
C032305,3,Mid-Tier Active
C030084,3,Mid-Tier Active
C004034,0,Dormant 1
C026528,3,Mid-Tier Active
C033746,0,Dormant 1
C014674,3,Mid-Tier Active
C033118,3,Mid-Tier Active
C001912,3,Mid-Tier Active
C014518,3,Mid-Tier Active
C012308,3,Mid-Tier Active
C037857,3,Mid-Tier Active
C016933,3,Mid-Tier Active
C014593,0,Dormant 1
C027381,3,Mid-Tier Active
C037792,3,Mid-Tier Active
C013921,0,Dormant 1
C030649,0,Dormant 1
C035150,0,Dormant 1
C013932,3,Mid-Tier Active
C041922,0,Dormant 1
C033119,3,Mid-Tier Active
C049674,0,Dormant 1
C023172,3,Mid-Tier Active
C034533,3,Mid-Tier Active
C016855,3,Mid-Tier Active
C031686,3,Mid-Tier Active
C008668,3,Mid-Tier Active
C024898,3,Mid-Tier Active
C039515,3,Mid-Tier Active
C027663,0,Dormant 1
C047286,3,Mid-Tier Active
C008039,3,Mid-Tier Active
C015695,3,Mid-Tier Active
C015894,3,Mid-Tier Active
C031062,3,Mid-Tier Active
C003178,3,Mid-Tier Active
C036229,3,Mid-Tier Active
C002719,3,Mid-Tier Active
C033018,3,Mid-Tier Active
C020807,3,Mid-Tier Active
C044731,0,Dormant 1
C046084,3,Mid-Tier Active
C029068,3,Mid-Tier Active
C003750,3,Mid-Tier Active
C037915,3,Mid-Tier Active
C047440,3,Mid-Tier Active
C010068,3,Mid-Tier Active
C021754,0,Dormant 1
C043769,0,Dormant 1
C039377,3,Mid-Tier Active
C009463,3,Mid-Tier Active
C009570,3,Mid-Tier Active
C026981,1,Champions
C022924,1,Champions
C014464,1,Champions
C012037,1,Champions
C013577,1,Champions
C035809,1,Champions
C022512,1,Champions
C037581,1,Champions
C033830,1,Champions
C007573,1,Champions
C023665,1,Champions
C004041,1,Champions
C041671,1,Champions
C002974,1,Champions
C025945,1,Champions
C041616,1,Champions
C003455,1,Champions
C025431,1,Champions
C014949,1,Champions
C041104,1,Champions
C036299,1,Champions
C001536,1,Champions
C010840,1,Champions
C028921,1,Champions
C033462,1,Champions
C036960,1,Champions
C037477,1,Champions
C002794,1,Champions
C001715,1,Champions
C034663,1,Champions
C046602,1,Champions
C048410,1,Champions
C011392,1,Champions
C026416,1,Champions
C004597,1,Champions
C035345,1,Champions
C026354,1,Champions
C036035,1,Champions
C036187,1,Champions
C002228,1,Champions
C037708,1,Champions
C013833,1,Champions
C017590,1,Champions
C037959,1,Champions
C020630,1,Champions
C013488,1,Champions
C003280,1,Champions
C018582,1,Champions
C009214,1,Champions
C034702,1,Champions
C006661,1,Champions
C000811,1,Champions
C045807,1,Champions
C000629,1,Champions
C022920,1,Champions
C002188,1,Champions
C037551,1,Champions
C037052,1,Champions
C027650,1,Champions
C043364,1,Champions
C040835,1,Champions
C032940,1,Champions
C001199,1,Champions
C012375,1,Champions
C035720,1,Champions
C023081,1,Champions
C034091,1,Champions
C049538,1,Champions
C013747,1,Champions
C019359,1,Champions
C038949,1,Champions
C025343,1,Champions
C026078,1,Champions
C033936,1,Champions
C046663,1,Champions
C030888,1,Champions
C042886,1,Champions
C014413,1,Champions
C025433,1,Champions
C048000,1,Champions
C018602,1,Champions
C016710,1,Champions
C010379,1,Champions
C039307,1,Champions
C047045,1,Champions
C005502,1,Champions
C039234,1,Champions
C003911,1,Champions
C022284,1,Champions
C024308,1,Champions
C044610,1,Champions
C022687,1,Champions
C026931,1,Champions
C049828,1,Champions
C014134,1,Champions
C011914,1,Champions
C036026,1,Champions
C026937,1,Champions
C037185,1,Champions
C015677,1,Champions
C029324,1,Champions
C011704,1,Champions
C040748,1,Champions
C017796,1,Champions
C004255,1,Champions
C008403,1,Champions
C043574,1,Champions
C018229,1,Champions
C021686,1,Champions
C008051,1,Champions
C046782,1,Champions
C027766,1,Champions
C009980,1,Champions
C003439,1,Champions
C016972,1,Champions
C041733,1,Champions
C021548,1,Champions
C004072,1,Champions
C029926,1,Champions
C034087,1,Champions
C003872,1,Champions
C023583,1,Champions
C041448,1,Champions
C036711,1,Champions
C045286,1,Champions
C033838,1,Champions
C047557,1,Champions
C034775,1,Champions
C027771,1,Champions
C034296,1,Champions
C035645,1,Champions
C009608,1,Champions
C015451,1,Champions
C031295,1,Champions
C000303,1,Champions
C025463,1,Champions
C005110,1,Champions
C008548,1,Champions
C007074,1,Champions
C001067,1,Champions
C039549,1,Champions
C034226,1,Champions
C003140,1,Champions
C047870,1,Champions
C034717,1,Champions
C016568,1,Champions
C044455,1,Champions
C024111,1,Champions
C001477,1,Champions
C042443,1,Champions
C026314,1,Champions
C029837,1,Champions
C013430,1,Champions
C005709,1,Champions
C046511,1,Champions
C042601,1,Champions
C022036,1,Champions
C047936,1,Champions
C001111,1,Champions
C027702,1,Champions
C035526,1,Champions
C036239,1,Champions
C029371,1,Champions
C012211,1,Champions
C016992,1,Champions
C021396,1,Champions
C036076,1,Champions
C024761,1,Champions
C013887,1,Champions
C020823,1,Champions
C007369,1,Champions
C015916,1,Champions
C026940,1,Champions
C025229,1,Champions
C033046,1,Champions
C037358,1,Champions
C044161,1,Champions
C047003,1,Champions
C012667,1,Champions
C030704,1,Champions
C032525,1,Champions
C023524,1,Champions
C024446,1,Champions
C038487,1,Champions
C025787,1,Champions
C028942,1,Champions
C004336,1,Champions
C026845,1,Champions
C009842,1,Champions
C030409,1,Champions
C000468,1,Champions
C037705,1,Champions
C035376,1,Champions
C044576,1,Champions
C029184,1,Champions
C046693,1,Champions
C012613,1,Champions
C033192,1,Champions
C048143,1,Champions
C000126,1,Champions
C006553,1,Champions
C024139,1,Champions
C035597,1,Champions
C039627,1,Champions
C021479,1,Champions
C046515,1,Champions
C006837,1,Champions
C008343,1,Champions
C039561,1,Champions
C048514,1,Champions
C034158,1,Champions
C028963,1,Champions
C018813,1,Champions
C008422,1,Champions
C036845,1,Champions
C007040,1,Champions
C003972,1,Champions
C049207,1,Champions
C001645,1,Champions
C022468,1,Champions
C014340,1,Champions
C013825,1,Champions
C045525,1,Champions
C019949,1,Champions
C034291,1,Champions
C023512,1,Champions
C046247,1,Champions
C024567,1,Champions
C042626,1,Champions
C029804,1,Champions
C026344,1,Champions
C047343,1,Champions
C020044,1,Champions
C029535,1,Champions
C003368,1,Champions
C027297,1,Champions
C008973,1,Champions
C001087,1,Champions
C044478,1,Champions
C003255,1,Champions
C010202,1,Champions
C026932,1,Champions
C011484,1,Champions
C018249,1,Champions
C029354,1,Champions
C033775,1,Champions
C009771,1,Champions
C004294,1,Champions
C044263,1,Champions
C023308,1,Champions
C015581,1,Champions
C023339,1,Champions
C040654,1,Champions
C024508,1,Champions
C040135,1,Champions
C009509,1,Champions
C041946,1,Champions
C039030,1,Champions
C033282,1,Champions
C032773,1,Champions
C037160,1,Champions
C003528,1,Champions
C001656,1,Champions
C008176,1,Champions
C007500,1,Champions
C046512,1,Champions
C039842,1,Champions
C033296,1,Champions
C003295,1,Champions
C037174,1,Champions
C040543,1,Champions
C027832,1,Champions
C011108,1,Champions
C009853,1,Champions
C001088,1,Champions
C019281,1,Champions
C015814,1,Champions
C020574,1,Champions
C017644,1,Champions
C008095,1,Champions
C016276,1,Champions
C026546,1,Champions
C032444,1,Champions
C039957,1,Champions
C023646,1,Champions
C038664,1,Champions
C020429,1,Champions
C018956,1,Champions
C038613,1,Champions
C007158,1,Champions
C005761,1,Champions
C002993,1,Champions
C027407,1,Champions
C043116,1,Champions
C048145,1,Champions
C018368,1,Champions
C026226,1,Champions
C045591,1,Champions
C039634,1,Champions
C034348,1,Champions
C011230,3,Mid-Tier Active
C009311,1,Champions
C047869,1,Champions
C036740,1,Champions
C000937,1,Champions
C045787,1,Champions
C044514,1,Champions
C018144,1,Champions
C029709,1,Champions
C028670,1,Champions
C014391,1,Champions
C022752,1,Champions
C042850,1,Champions
C015425,1,Champions
C012858,1,Champions
C012668,1,Champions
C036642,1,Champions
C026326,1,Champions
C036461,1,Champions
C016655,1,Champions
C040937,1,Champions
C007497,1,Champions
C048570,1,Champions
C003591,1,Champions
C019244,1,Champions
C018109,1,Champions
C029377,1,Champions
C024876,1,Champions
C007035,1,Champions
C005627,1,Champions
C023593,1,Champions
C011493,1,Champions
C036284,1,Champions
C014781,1,Champions
C037426,1,Champions
C011453,1,Champions
C000923,1,Champions
C040187,1,Champions
C011699,1,Champions
C023774,1,Champions
C030365,1,Champions
C029098,1,Champions
C046678,1,Champions
C044968,1,Champions
C030039,1,Champions
C035637,1,Champions
C000857,1,Champions
C006874,1,Champions
C039920,1,Champions
C002926,1,Champions
C006830,1,Champions
C029810,1,Champions
C004481,1,Champions
C029820,1,Champions
C009725,1,Champions
C007572,1,Champions
C006562,1,Champions
C023381,1,Champions
C031852,1,Champions
C047124,1,Champions
C031029,1,Champions
C024828,1,Champions
C009376,1,Champions
C041392,1,Champions
C027278,1,Champions
C042105,1,Champions
C048336,1,Champions
C036618,1,Champions
C005907,1,Champions
C024956,1,Champions
C036434,1,Champions
C028869,1,Champions
C022561,1,Champions
C019254,1,Champions
C015640,1,Champions
C027368,1,Champions
C035241,1,Champions
C013095,1,Champions
C014921,1,Champions
C034184,1,Champions
C001689,1,Champions
C017677,1,Champions
C025935,1,Champions
C014696,1,Champions
C023266,1,Champions
C042261,1,Champions
C042866,1,Champions
C048359,1,Champions
C027934,3,Mid-Tier Active
C037946,1,Champions
C027323,1,Champions
C018710,1,Champions
C047822,1,Champions
C011095,1,Champions
C017358,1,Champions
C040603,1,Champions
C031233,1,Champions
C011949,1,Champions
C038442,1,Champions
C023163,1,Champions
C031382,1,Champions
C011177,1,Champions
C011121,1,Champions
C010064,1,Champions
