order_item_id,order_id,customer_id,product_id,order_date,return_reason,refund_amount,days_to_return,item_discount_pct,prior_customer_return_rate,iso_score,iso_flag,abuse_flag
OI000502052,O00192265,C018174,P04504,2024-05-03,suspected_abuse,294.81,17.0,0.2074,0.3333333333333333,0.043397579637611816,1,1
OI000098759,O00037707,C003520,P04415,2024-07-16,size_issue,286.14,36.0,0.144,0.1724137931034483,0.043374643856865736,1,0
OI001097969,O00420773,C039587,P04235,2024-05-16,damaged,194.64,22.0,0.1852,0.0,0.04336195071284543,1,0
OI000470439,O00180332,C017034,P03541,2025-08-19,size_issue,341.46,32.0,0.1167,0.2,0.04333365527135724,1,0
OI000224567,O00085975,C008026,P02833,2025-07-16,not_as_expected,180.85,38.0,0.3921,1.0,0.043260751258133556,1,0
OI000999227,O00383181,C036115,P02564,2025-12-02,suspected_abuse,168.47,36.0,0.2423,0.0,0.043242186350782585,1,0
OI001088945,O00417399,C039288,P01503,2025-07-24,damaged,263.04,13.0,0.2179,0.0952380952380952,0.043039163822140014,1,0
OI000311994,O00119561,C011196,P02889,2025-12-26,damaged,285.23,38.0,0.2104,0.0909090909090909,0.04302756867050017,1,0
OI000284398,O00109028,C010206,P04504,2025-05-09,damaged,283.27,6.0,0.1988,0.0,0.042971085963658395,1,0
OI000696869,O00267003,C025211,P04873,2024-06-10,damaged,231.77,20.0,0.2604,0.3333333333333333,0.042923660356462,1,0
OI001159316,O00444731,C041831,P03541,2025-07-25,not_as_expected,340.72,4.0,0.0934,0.1,0.04291483166786425,1,0
OI000553272,O00211966,C020045,P02770,2025-07-11,size_issue,296.29,3.0,0.2608,0.4444444444444444,0.04289453019075118,1,0
OI000699612,O00268027,C025298,P00659,2025-10-28,late_delivery,345.47,38.0,0.0233,0.1136363636363636,0.04286765729370745,1,0
OI000971992,O00372593,C035126,P04504,2024-06-23,size_issue,302.42,21.0,0.1958,0.0,0.04286234663034705,1,0
OI001046355,O00401174,C037777,P01652,2024-08-12,not_as_expected,316.63,9.0,0.154,0.04,0.042746936160729,1,0
OI001283004,O00491986,C046353,P03064,2024-07-20,size_issue,242.19,5.0,0.2222,0.5454545454545454,0.04266661324416732,1,0
OI000301785,O00115674,C010838,P01652,2025-05-07,size_issue,276.26,6.0,0.291,0.1707317073170731,0.04259852000748732,1,0
OI001090287,O00417907,C039334,P04998,2025-09-08,damaged,192.29,35.0,0.2339,0.0967741935483871,0.042536518982152716,1,0
OI000252396,O00096686,C009042,P02889,2025-05-21,changed_mind,314.69,17.0,0.0948,0.4027777777777778,0.04253066153880114,1,1
OI000653741,O00250380,C023621,P02577,2024-07-13,late_delivery,263.17,27.0,0.3856,0.0,0.042526278931134254,1,0
OI000750888,O00287747,C027179,P01129,2025-11-12,not_as_expected,270.55,21.0,0.2664,0.1666666666666666,0.04248729220939196,1,0
OI001137722,O00436249,C041063,P04235,2024-12-26,not_as_expected,135.77,35.0,0.3337,0.0,0.042422370339510906,1,0
OI000195602,O00074917,C006981,P01128,2025-12-11,not_as_expected,258.44,3.0,0.291,0.1923076923076923,0.04241296653359938,1,0
OI001044413,O00400451,C037708,P01892,2025-01-07,size_issue,213.95,26.0,0.1675,0.125,0.042383457404446045,1,0
OI000105887,O00040507,C003784,P04371,2024-07-17,changed_mind,165.34,21.0,0.3047,0.0,0.0423784970898764,1,0
OI000587544,O00225059,C021269,P01722,2024-08-10,suspected_abuse,202.35,23.0,0.0961,0.0588235294117647,0.04237555551334571,1,0
OI001278503,O00490236,C046186,P04601,2025-07-19,late_delivery,179.58,27.0,0.2951,0.0344827586206896,0.04233185234434733,1,0
OI000794087,O00304511,C028708,P02770,2025-10-07,damaged,388.68,29.0,0.2722,0.1666666666666666,0.04227789689461292,1,0
OI000386481,O00148093,C013996,P01124,2025-05-25,late_delivery,290.1,38.0,0.0494,0.0,0.042263152244358504,1,0
OI000998441,O00382862,C036084,P01706,2025-09-06,size_issue,273.0,7.0,0.0333,0.081081081081081,0.04219148432312103,1,0
OI000465313,O00178378,C016870,P02770,2025-01-13,size_issue,456.59,28.0,0.0966,0.1666666666666666,0.042137801330962454,1,0
OI001047979,O00401822,C037836,P00978,2025-06-23,size_issue,150.42,34.0,0.3734,0.24,0.04201840336780949,1,0
OI000199986,O00076605,C007131,P02577,2025-08-10,not_as_expected,345.65,9.0,0.0296,0.09375,0.04201364726631662,1,0
OI000745647,O00285729,C026976,P03541,2024-12-26,changed_mind,289.58,34.0,0.1702,0.3428571428571428,0.04189588691151347,1,1
OI001302799,O00499466,C047040,P02889,2024-10-12,not_as_expected,258.5,12.0,0.1907,0.0,0.04183173891408842,1,0
OI000876350,O00335999,C031737,P03064,2025-01-27,size_issue,313.71,6.0,0.0339,0.1428571428571428,0.04175378143803643,1,0
OI000430697,O00165046,C015644,P04415,2024-12-04,not_as_expected,267.12,10.0,0.1785,0.0588235294117647,0.04169301728949304,1,0
OI000337801,O00129588,C012181,P02280,2024-12-20,damaged,186.22,36.0,0.2331,0.088235294117647,0.04165901420058615,1,0
OI000812006,O00311354,C029369,P04998,2024-10-22,suspected_abuse,196.66,40.0,0.1442,0.0303030303030303,0.041627958901296225,1,0
OI000691519,O00264906,C024986,P03916,2024-04-13,size_issue,292.68,11.0,0.1276,0.3846153846153846,0.041599119224304926,1,0
OI000433599,O00166170,C015754,P02577,2025-11-04,size_issue,283.95,15.0,0.1939,0.1153846153846153,0.0415878858338965,1,0
OI000301809,O00115684,C010840,P01124,2024-05-03,not_as_expected,234.98,37.0,0.1493,0.4444444444444444,0.04153600742479391,1,1
OI000843420,O00323331,C030525,P01652,2025-10-05,not_as_expected,396.2,7.0,0.0435,0.1282051282051282,0.041534910873087805,1,0
OI000893973,O00342847,C032368,P00525,2024-04-22,suspected_abuse,199.1,22.0,0.0079,0.28,0.0414804719210935,1,1
OI000968782,O00371340,C035005,P02577,2025-09-16,damaged,331.55,26.0,0.194,0.3157894736842105,0.04145972090169614,1,0
OI000718570,O00275294,C025988,P01124,2024-07-02,damaged,272.61,22.0,0.0775,0.5,0.0414383853734861,1,0
OI000190889,O00073087,C006810,P02794,2025-04-16,damaged,199.56,27.0,0.1078,0.1538461538461538,0.041368244968436385,1,0
OI000661499,O00253241,C023884,P02577,2025-12-02,not_as_expected,302.83,40.0,0.2264,0.1818181818181818,0.04126575101037944,1,0
OI000177180,O00067762,C006317,P02889,2024-08-23,not_as_expected,241.25,25.0,0.2254,0.5,0.041237435363044805,1,0
OI000985962,O00378042,C035645,P04601,2025-06-12,not_as_expected,209.81,12.0,0.1291,0.1408450704225352,0.04117715350159634,1,0
OI000501210,O00191944,C018139,P01129,2025-11-21,late_delivery,309.1,29.0,0.1582,0.1805555555555555,0.04114293282950676,1,0
OI000538609,O00206259,C019495,P02280,2024-07-14,late_delivery,195.04,30.0,0.2428,0.1428571428571428,0.04114094784250055,1,0
OI000820608,O00314593,C029690,P04405,2025-11-04,not_as_expected,262.59,40.0,0.1722,0.1666666666666666,0.04112613851552882,1,0
OI001132238,O00434158,C040849,P04415,2025-12-18,changed_mind,320.1,40.0,0.1016,0.1304347826086956,0.04110004104955867,1,0
OI001044524,O00400491,C037710,P01129,2025-10-15,size_issue,256.42,34.0,0.3026,0.2608695652173913,0.04104620791403768,1,0
OI000453609,O00173942,C016483,P04405,2025-04-04,not_as_expected,262.37,8.0,0.0864,0.0,0.040998903963463174,1,0
OI000693205,O00265597,C025066,P03541,2025-01-20,not_as_expected,315.76,17.0,0.1762,0.0,0.04097391413014628,1,0
OI000275515,O00105578,C009868,P03541,2025-12-20,size_issue,322.95,15.0,0.168,0.125,0.04091519715149061,1,0
OI000785748,O00301271,C028402,P01129,2024-05-08,size_issue,264.02,5.0,0.1042,0.25,0.040911956766929825,1,0
OI001088704,O00417304,C039273,P03671,2025-01-28,late_delivery,306.64,22.0,0.2115,0.1428571428571428,0.04081585938267196,1,0
OI000270958,O00103871,C009708,P03541,2025-07-11,damaged,293.3,29.0,0.1821,0.0566037735849056,0.04075372496815899,1,0
OI000623838,O00238994,C022570,P01129,2025-10-03,not_as_expected,242.63,12.0,0.288,0.0,0.04064182720690146,1,0
OI000303482,O00116324,C010896,P02889,2025-06-14,size_issue,260.31,29.0,0.2736,0.1,0.04059067909732017,1,0
OI000227587,O00087094,C008132,P02889,2025-08-16,late_delivery,214.51,7.0,0.3071,0.0,0.04052118069365862,1,0
OI000159630,O00061077,C005692,P04371,2025-03-08,size_issue,183.51,6.0,0.2899,0.1707317073170731,0.04046685348405177,1,0
OI001290488,O00494807,C046590,P03541,2024-07-21,suspected_abuse,306.46,33.0,0.2693,0.0857142857142857,0.04038430353024369,1,1
OI000861252,O00330177,C031178,P02889,2024-09-22,size_issue,272.7,8.0,0.1589,0.0,0.04036377561303639,1,0
OI000854807,O00327717,C030937,P02577,2024-09-20,size_issue,344.81,8.0,0.1322,0.2,0.040301531899070486,1,0
OI000221830,O00084935,C007917,P03541,2025-08-01,size_issue,375.93,36.0,0.0708,0.0,0.04029399666394573,1,0
OI000110836,O00042431,C003957,P01892,2025-11-20,changed_mind,185.67,28.0,0.2565,0.25,0.040204446434717434,1,0
OI000506752,O00193997,C018328,P00659,2024-11-18,damaged,265.4,6.0,0.1709,0.0357142857142857,0.0401935779855489,1,0
OI001032270,O00395859,C037306,P02813,2025-03-19,size_issue,290.72,40.0,0.0535,0.12,0.04017515980136621,1,0
OI001190877,O00456871,C043036,P02439,2025-01-10,damaged,244.57,9.0,0.0,0.0,0.040106908724879986,1,0
OI000021213,O00008186,C000754,P00659,2025-01-02,changed_mind,300.04,4.0,0.0692,0.1363636363636363,0.04009331532433158,1,0
OI000830626,O00318394,C030061,P00659,2024-11-23,damaged,265.23,5.0,0.2517,0.1851851851851851,0.04008081657011542,1,0
OI000621706,O00238177,C022490,P00659,2025-08-14,suspected_abuse,268.7,3.0,0.1059,0.3134328358208955,0.04008009190419337,1,1
OI000502453,O00192369,C018180,P03597,2025-06-04,damaged,192.48,20.0,0.3216,0.0,0.040053930372571656,1,0
OI000518053,O00198439,C018728,P02813,2024-06-06,not_as_expected,211.58,14.0,0.2622,1.0,0.039974894862103705,1,0
OI000266544,O00102167,C009552,P02936,2025-10-12,changed_mind,307.3,7.0,0.0603,0.0888888888888888,0.03990472093320885,1,0
OI001350274,O00517583,C048740,P04213,2024-01-10,changed_mind,213.83,23.0,0.0,0.5,0.03988747400345016,1,0
OI000578746,O00221733,C020976,P02936,2025-08-20,size_issue,260.73,18.0,0.2371,0.3513513513513513,0.03983220812121635,1,0
OI000335686,O00128766,C012104,P00408,2024-03-10,not_as_expected,260.49,13.0,0.0833,0.6,0.03978569271698218,1,0
OI000233468,O00089339,C008338,P02770,2025-02-05,suspected_abuse,429.86,26.0,0.1138,0.0,0.0397759468687503,1,1
OI001107226,O00424458,C039921,P03020,2024-05-11,damaged,197.33,10.0,0.1953,0.1428571428571428,0.03975608405696429,1,0
OI000936100,O00358874,C033830,P00452,2025-09-06,late_delivery,260.33,5.0,0.1179,0.2891566265060241,0.03970089457901316,1,1
OI001037223,O00397761,C037477,P02577,2024-08-24,changed_mind,348.16,20.0,0.1292,0.1666666666666666,0.039680241666322114,1,0
OI001056280,O00404909,C038098,P02577,2025-06-25,damaged,287.36,39.0,0.2526,0.3146067415730337,0.0396465698129731,1,1
OI001163377,O00446320,C041984,P01722,2024-11-22,size_issue,170.0,34.0,0.2582,0.0833333333333333,0.03961079510682486,1,0
OI000722252,O00276729,C026136,P02889,2024-10-01,damaged,250.49,39.0,0.2215,0.1785714285714285,0.03960528725206125,1,0
OI000252870,O00096869,C009061,P04504,2025-02-13,damaged,333.27,8.0,0.0921,0.0434782608695652,0.03958210211809665,1,0
OI000316681,O00121388,C011392,P00659,2025-02-07,size_issue,312.31,28.0,0.1144,0.2083333333333333,0.03956987572493109,1,0
OI000475655,O00182332,C017223,P01129,2024-09-17,size_issue,241.64,2.0,0.1973,0.25,0.03955808991018961,1,0
OI000816940,O00313175,C029550,P00659,2024-03-12,damaged,265.05,27.0,0.2552,0.0,0.03952259150264403,1,0
OI000176655,O00067542,C006300,P04415,2024-12-01,damaged,262.21,5.0,0.2795,0.15,0.03951120895425042,1,0
OI000504450,O00193124,C018238,P01129,2025-06-22,suspected_abuse,299.25,26.0,0.0715,0.3770491803278688,0.039422872922028396,1,1
OI001334534,O00511556,C048166,P01837,2025-08-05,damaged,242.65,13.0,0.1778,0.1451612903225806,0.039324305575476726,1,0
OI000003066,O00001141,C000103,P01007,2025-06-13,suspected_abuse,232.03,16.0,0.2146,0.2962962962962963,0.03923898838359807,1,1
OI000255055,O00097698,C009142,P01383,2025-12-07,not_as_expected,190.78,10.0,0.2974,0.1228070175438596,0.03923527647795222,1,0
OI000086377,O00033040,C003102,P04843,2025-07-28,late_delivery,206.16,16.0,0.0978,0.0714285714285714,0.039202411003405935,1,0
OI000801704,O00307437,C028977,P01129,2025-08-02,changed_mind,265.9,9.0,0.196,0.0909090909090909,0.039161987275932786,1,0
OI000807564,O00309665,C029201,P02889,2024-01-19,size_issue,300.71,35.0,0.0752,0.0,0.03915767904514911,1,0
OI000502224,O00192304,C018175,P01503,2024-10-17,size_issue,277.45,11.0,0.1821,0.2782608695652174,0.03914022784537485,1,1
OI001181762,O00453327,C042681,P04286,2025-12-12,not_as_expected,183.72,24.0,0.244,0.0,0.03913582747604538,1,0
OI000054493,O00020869,C001984,P02889,2024-11-03,size_issue,266.65,36.0,0.2645,0.1333333333333333,0.039055685179291366,1,0
OI000471596,O00180788,C017068,P04514,2025-03-16,late_delivery,196.64,22.0,0.2472,0.2162162162162162,0.039038941268222827,1,0
OI001021256,O00391614,C036919,P03541,2024-08-15,late_delivery,220.12,2.0,0.3522,0.1,0.03898811763403309,1,0
OI000429232,O00164515,C015603,P02577,2025-04-14,damaged,315.33,20.0,0.217,0.2727272727272727,0.038927849278206805,1,0
OI001036374,O00397462,C037452,P00659,2024-09-27,not_as_expected,350.55,30.0,0.0592,0.1428571428571428,0.03889103118963866,1,0
OI001050828,O00402931,C037929,P00526,2025-08-01,not_as_expected,279.45,32.0,0.0,0.1891891891891892,0.03884818160720138,1,0
OI001150126,O00441108,C041507,P04504,2024-11-14,late_delivery,244.62,3.0,0.2242,0.0,0.038787881623406184,1,0
OI000985428,O00377842,C035630,P04415,2024-09-07,size_issue,268.28,40.0,0.2371,0.1818181818181818,0.03874521998614289,1,0
OI000829956,O00318149,C030039,P03541,2025-12-17,changed_mind,314.78,18.0,0.1813,0.1521739130434782,0.03871624070034563,1,0
OI001176339,O00451315,C042490,P02577,2024-05-22,changed_mind,348.76,37.0,0.1197,0.0,0.03870857060383248,1,0
OI000291459,O00111721,C010459,P02827,2025-08-21,size_issue,273.43,18.0,0.0,0.0869565217391304,0.03868436776092099,1,0
OI000526277,O00201591,C019039,P00659,2025-10-16,damaged,294.33,6.0,0.1451,0.0,0.038678623347415786,1,0
OI000414714,O00158803,C015048,P02889,2024-06-07,late_delivery,224.22,5.0,0.2293,0.3333333333333333,0.03860010679568271,1,0
OI001279841,O00490752,C046236,P04151,2024-01-09,size_issue,183.04,26.0,0.1818,0.0,0.03847793489581475,1,0
OI001040471,O00399015,C037582,P00659,2024-12-28,late_delivery,228.32,9.0,0.2513,0.1,0.03845274173033186,1,0
OI000158082,O00060404,C005629,P04843,2025-03-23,changed_mind,215.96,12.0,0.1581,0.0909090909090909,0.038445737192665974,1,0
OI001060668,O00406497,C038243,P03541,2025-11-10,late_delivery,366.59,33.0,0.0499,0.0416666666666666,0.038362637656662146,1,0
OI000807220,O00309542,C029188,P02833,2025-05-28,changed_mind,266.81,4.0,0.1688,0.0,0.03835928420295209,1,0
OI000088161,O00033722,C003155,P01098,2025-02-18,not_as_expected,228.05,35.0,0.019,0.1904761904761904,0.038344165885645265,1,0
OI000501786,O00192170,C018162,P03487,2025-09-12,size_issue,200.17,11.0,0.0863,0.2,0.03829542686891396,1,0
OI001164168,O00446635,C042015,P04640,2025-09-27,damaged,212.93,37.0,0.1858,0.25,0.03825829357307986,1,0
OI000705154,O00270168,C025506,P02813,2025-08-23,changed_mind,263.21,5.0,0.0069,0.25,0.038249703876830354,1,0
OI000500992,O00191858,C018137,P03544,2024-05-01,size_issue,331.92,34.0,0.0625,0.125,0.03822096636489081,1,0
OI000146523,O00055944,C005215,P01544,2025-05-23,damaged,281.74,13.0,0.0367,0.1212121212121212,0.0381935246664078,1,0
OI001104609,O00423397,C039828,P03587,2025-08-07,not_as_expected,345.05,13.0,0.0636,0.0,0.038171963549688215,1,0
OI001364351,O00523018,C049232,P04415,2025-04-16,not_as_expected,274.83,5.0,0.1924,0.16,0.03812118583312818,1,0
OI001047814,O00401738,C037830,P02577,2025-03-18,not_as_expected,318.05,5.0,0.2162,0.1111111111111111,0.03808166984920336,1,0
OI000072819,O00027844,C002641,P04415,2024-07-12,suspected_abuse,269.39,28.0,0.1835,0.25,0.03801347586788373,1,1
OI000858945,O00329282,C031100,P02889,2024-04-06,not_as_expected,264.31,25.0,0.2523,0.3125,0.03796863724927002,1,0
OI001273701,O00488392,C045993,P04415,2025-07-01,damaged,277.68,21.0,0.2538,0.2619047619047619,0.03795406881490948,1,0
OI000855844,O00328115,C030982,P03541,2025-08-15,size_issue,370.73,13.0,0.0917,0.0,0.03790975834172816,1,0
OI001176046,O00451203,C042476,P01129,2024-12-12,changed_mind,242.49,29.0,0.1985,0.027027027027027,0.03775206123201813,1,0
OI001024760,O00392987,C037052,P01128,2025-02-28,damaged,346.03,20.0,0.0591,0.1025641025641025,0.03772029240957808,1,0
OI000140055,O00053458,C004996,P01544,2025-08-25,changed_mind,283.19,7.0,0.0453,0.0606060606060606,0.03765521499879976,1,0
OI000832558,O00319169,C030148,P04415,2025-01-08,suspected_abuse,292.61,24.0,0.1498,0.3157894736842105,0.03763585535874403,1,1
OI000202033,O00077389,C007206,P04415,2024-05-11,late_delivery,323.04,19.0,0.0196,0.0909090909090909,0.0376298007692939,1,0
OI000448994,O00172166,C016313,P03541,2024-11-08,damaged,263.33,36.0,0.3651,0.2083333333333333,0.03762660719391242,1,0
OI000145463,O00055516,C005167,P04415,2025-04-21,size_issue,256.22,38.0,0.2322,0.3157894736842105,0.03760257318187776,1,0
OI001079607,O00413811,C038949,P01129,2024-11-02,not_as_expected,242.28,14.0,0.1476,0.2857142857142857,0.03759512388361619,1,0
OI001089255,O00417506,C039298,P00244,2025-08-14,changed_mind,229.66,37.0,0.0031,0.1578947368421052,0.0375884167317847,1,0
OI001225293,O00469956,C044270,P01503,2025-06-04,suspected_abuse,315.77,37.0,0.2254,0.1666666666666666,0.03755239642091146,1,1
OI001039909,O00398813,C037563,P00570,2025-08-12,not_as_expected,160.62,38.0,0.0338,0.0,0.03750767495709062,1,0
OI000050057,O00019164,C001812,P02577,2024-05-26,size_issue,343.15,22.0,0.1312,0.0,0.03747824053929072,1,0
OI000863432,O00330975,C031259,P00659,2024-09-08,suspected_abuse,247.54,7.0,0.2992,0.2307692307692307,0.0374750440374616,1,0
OI001365922,O00523652,C049294,P02936,2025-06-25,damaged,262.85,14.0,0.2271,0.0,0.037429147215865544,1,0
OI000502193,O00192301,C018175,P04643,2024-10-16,damaged,232.43,16.0,0.1314,0.2717391304347826,0.03740937970827751,1,1
OI001212117,O00464939,C043811,P02305,2024-05-04,suspected_abuse,266.23,25.0,0.0074,0.36,0.0373895268894604,1,1
OI000348283,O00133647,C012560,P00659,2025-04-23,not_as_expected,279.59,22.0,0.1985,0.2222222222222222,0.03737488207381434,1,0
OI000138484,O00052839,C004935,P03671,2024-09-14,size_issue,411.21,33.0,0.0876,0.0714285714285714,0.037358459512589204,1,0
OI001331356,O00510357,C048066,P02770,2025-12-23,not_as_expected,378.34,31.0,0.2302,0.1704545454545454,0.037317337704963705,1,0
OI000843680,O00323439,C030537,P00978,2025-05-15,changed_mind,228.41,9.0,0.1723,0.125,0.03724745306501209,1,0
OI000066835,O00025538,C002420,P01714,2024-04-20,suspected_abuse,254.19,17.0,0.0527,0.4,0.037151037038872126,1,1
OI000648795,O00248456,C023446,P01558,2024-02-06,not_as_expected,265.9,36.0,0.0624,0.0,0.03703155636869915,1,0
OI001215212,O00466078,C043917,P00452,2024-05-09,size_issue,268.56,7.0,0.1018,0.3333333333333333,0.03696553317390716,1,0
OI000147579,O00056325,C005251,P03541,2025-10-04,late_delivery,346.35,28.0,0.1128,0.25,0.03694502286378831,1,0
OI001168399,O00448224,C042179,P02305,2024-08-11,changed_mind,265.39,15.0,0.0589,0.4166666666666667,0.03689361353621845,1,1
OI001061958,O00406948,C038280,P01652,2025-11-02,not_as_expected,303.41,35.0,0.2584,0.0588235294117647,0.03688703567099161,1,0
OI000289510,O00110959,C010379,P01377,2025-09-06,changed_mind,265.23,6.0,0.1754,0.2459016393442623,0.0368381735156208,1,0
OI000448333,O00171908,C016288,P02889,2025-12-15,size_issue,287.49,24.0,0.216,0.0769230769230769,0.03683492073649619,1,0
OI000607351,O00232588,C021954,P01128,2024-04-25,size_issue,254.37,9.0,0.2305,0.4,0.03679953657899393,1,0
OI000637654,O00244153,C023038,P01892,2025-09-03,size_issue,203.57,29.0,0.2096,0.2450331125827814,0.0367902725039132,1,1
OI000130254,O00049678,C004626,P02951,2025-05-15,size_issue,193.67,33.0,0.1567,0.2,0.036775669160426294,1,0
OI000220512,O00084436,C007865,P03307,2025-11-25,not_as_expected,179.52,37.0,0.4293,0.1627906976744186,0.03673001124393316,1,0
OI000784895,O00300947,C028373,P04415,2024-08-22,size_issue,269.24,23.0,0.1322,0.0,0.03672889274373137,1,0
OI000398372,O00152605,C014413,P02936,2025-03-18,size_issue,268.02,35.0,0.1944,0.171875,0.03669365320100881,1,0
OI001127292,O00432214,C040674,P04371,2024-12-16,damaged,209.42,15.0,0.2267,0.2333333333333333,0.03668747918966064,1,0
OI000695743,O00266578,C025173,P02889,2024-04-20,size_issue,308.18,10.0,0.1109,0.0,0.03667886517025243,1,0
OI000908415,O00348376,C032868,P03544,2024-07-17,not_as_expected,267.25,4.0,0.2002,0.125,0.036676620632057566,1,0
OI000561875,O00215309,C020360,P02577,2025-03-14,not_as_expected,381.46,34.0,0.0721,0.3157894736842105,0.03657813068378779,1,0
OI000376679,O00144371,C013624,P01652,2024-11-06,suspected_abuse,284.08,36.0,0.268,0.3157894736842105,0.036560943891193354,1,1
OI001050595,O00402842,C037924,P00452,2025-10-23,size_issue,254.42,35.0,0.0,0.31,0.03652043327363974,1,1
OI000954843,O00366081,C034511,P03541,2025-04-28,suspected_abuse,292.59,20.0,0.229,0.0869565217391304,0.036403549410976566,1,1
OI001205717,O00462444,C043574,P02305,2025-10-21,changed_mind,296.85,17.0,0.0958,0.0967741935483871,0.03639142677668039,1,0
OI000909416,O00348768,C032905,P02125,2025-02-10,size_issue,236.59,13.0,0.0,0.0697674418604651,0.03636001631300312,1,0
OI000003623,O00001391,C000123,P01503,2025-02-01,damaged,262.26,19.0,0.2011,0.2857142857142857,0.03633359073619358,1,0
OI000882316,O00338328,C031960,P03916,2025-12-01,not_as_expected,228.11,9.0,0.2541,0.1775700934579439,0.03629525302174064,1,0
OI000157514,O00060184,C005613,P00760,2024-11-18,damaged,192.61,9.0,0.2103,0.0,0.03624710800478759,1,0
OI000934342,O00358199,C033775,P02020,2024-05-05,not_as_expected,274.06,5.0,0.0268,0.25,0.03617973110934225,1,0
OI000857580,O00328764,C031039,P01053,2025-05-08,size_issue,205.85,22.0,0.1156,0.2,0.036174135355209414,1,0
OI001268423,O00486366,C045807,P02889,2024-08-03,changed_mind,284.06,4.0,0.0834,0.3333333333333333,0.0361511172782627,1,0
OI000747265,O00286332,C027039,P03487,2024-05-03,size_issue,162.87,34.0,0.158,0.3571428571428571,0.036004457645253285,1,0
OI000658254,O00252045,C023788,P00659,2024-12-22,changed_mind,274.75,27.0,0.2366,0.0,0.03598721377151071,1,0
OI001200057,O00460416,C043382,P02770,2025-10-25,changed_mind,473.32,13.0,0.0633,0.1403508771929824,0.03598484693667514,1,0
OI000842800,O00323103,C030506,P01844,2025-01-14,not_as_expected,285.45,18.0,0.1166,0.0,0.03593275408370544,1,0
OI000089311,O00034165,C003197,P04505,2024-05-13,damaged,248.79,13.0,0.1949,0.0,0.03587494002517044,1,0
OI001235800,O00473864,C044631,P03064,2024-01-14,late_delivery,280.34,26.0,0.0312,0.0,0.035861763819588166,1,0
OI001009298,O00387048,C036465,P00235,2024-09-16,not_as_expected,253.64,7.0,0.0751,0.0,0.035802544867855945,1,0
OI000712439,O00272960,C025774,P04543,2025-04-07,not_as_expected,264.11,4.0,0.1482,0.2058823529411764,0.03579645058810921,1,0
OI000559981,O00214535,C020287,P03916,2025-10-28,changed_mind,264.13,23.0,0.2013,0.0,0.03578108746315667,1,0
OI000335685,O00128766,C012104,P02833,2024-03-10,damaged,225.26,32.0,0.1009,0.5,0.035719325839122185,1,0
OI001005927,O00385763,C036341,P01124,2024-09-03,size_issue,256.83,4.0,0.1315,0.0833333333333333,0.03568450249983668,1,0
OI000023122,O00008921,C000832,P03174,2024-11-28,size_issue,174.58,37.0,0.2745,0.1666666666666666,0.035682799444978874,1,0
OI000344839,O00132278,C012432,P03916,2024-12-18,size_issue,208.51,30.0,0.3452,0.2142857142857142,0.03562977365845188,1,0
OI000510177,O00195343,C018436,P01129,2024-09-21,size_issue,305.83,14.0,0.1348,0.1052631578947368,0.03556952248398959,1,0
OI000870146,O00333594,C031509,P03541,2025-04-26,late_delivery,265.46,15.0,0.3525,0.1351351351351351,0.03553754701823275,1,0
OI000118660,O00045379,C004227,P00659,2025-06-19,not_as_expected,283.67,33.0,0.1572,0.1,0.035478966373912235,1,0
OI000814522,O00312303,C029467,P02832,2024-10-08,changed_mind,169.31,20.0,0.2901,0.1428571428571428,0.03547552037815205,1,0
OI001168000,O00448067,C042166,P01503,2025-09-24,changed_mind,324.84,18.0,0.0447,0.1538461538461538,0.03546738114851833,1,0
OI000665809,O00255007,C024061,P04504,2024-09-14,size_issue,320.75,29.0,0.0489,0.2222222222222222,0.03543552462325805,1,0
OI001370095,O00525258,C049440,P03597,2024-08-20,size_issue,203.47,4.0,0.2031,0.0833333333333333,0.03541477525477699,1,0
OI000927629,O00355599,C033540,P04415,2024-11-10,size_issue,233.99,2.0,0.3371,0.1,0.03541471009800501,1,0
OI000363974,O00139635,C013145,P02889,2025-05-03,not_as_expected,292.37,17.0,0.1249,0.3333333333333333,0.035366355735452326,1,0
OI000666148,O00255130,C024075,P02889,2025-01-05,not_as_expected,334.54,18.0,0.0269,0.1538461538461538,0.0353595271488335,1,0
OI000335228,O00128572,C012079,P00546,2024-07-04,damaged,190.05,30.0,0.1734,0.2727272727272727,0.035332601180649736,1,0
OI001080378,O00414084,C038978,P04415,2024-10-24,suspected_abuse,333.21,32.0,0.1033,0.108695652173913,0.03533125230275436,1,1
OI000739257,O00283337,C026750,P02889,2024-12-26,damaged,255.71,12.0,0.1997,0.2857142857142857,0.03533066983883504,1,0
OI000441264,O00169204,C016043,P04514,2025-06-15,size_issue,223.15,25.0,0.2497,0.0555555555555555,0.03526487698095748,1,0
OI000576033,O00220646,C020870,P01652,2024-11-01,size_issue,351.92,28.0,0.1229,0.125,0.035250563852384675,1,0
OI000769358,O00294845,C027827,P01128,2024-09-01,changed_mind,260.77,26.0,0.2615,0.0,0.03516002868862522,1,0
OI001098737,O00421074,C039613,P01814,2025-10-20,suspected_abuse,161.22,38.0,0.2977,0.2,0.035018459613178954,1,0
OI001316696,O00504818,C047548,P04998,2024-04-11,damaged,187.5,18.0,0.081,0.0833333333333333,0.03499281177011082,1,0
OI000477250,O00182930,C017291,P04415,2025-04-09,size_issue,320.7,32.0,0.1323,0.1290322580645161,0.03493801646925443,1,0
