customer_id,cluster_id,segment_name
C030437,2,Dormant Buyers
C034677,2,Dormant Buyers
C005393,2,Dormant Buyers
C017178,2,Dormant Buyers
C048294,2,Dormant Buyers
C042894,2,Dormant Buyers
C032278,2,Dormant Buyers
C034582,2,Dormant Buyers
C004443,2,Dormant Buyers
C002385,2,Dormant Buyers
C023334,2,Dormant Buyers
C000799,2,Dormant Buyers
C041835,2,Dormant Buyers
C009239,1,Mid-Tier Active
C001074,2,Dormant Buyers
C021941,2,Dormant Buyers
C001023,1,Mid-Tier Active
C036329,2,Dormant Buyers
C042606,1,Mid-Tier Active
C002506,2,Dormant Buyers
C017342,1,Mid-Tier Active
C000383,1,Mid-Tier Active
C019443,2,Dormant Buyers
C046279,2,Dormant Buyers
C025628,1,Mid-Tier Active
C047163,2,Dormant Buyers
C005767,2,Dormant Buyers
C044426,2,Dormant Buyers
C004463,1,Mid-Tier Active
C030635,2,Dormant Buyers
C035032,2,Dormant Buyers
C021804,2,Dormant Buyers
C030988,2,Dormant Buyers
C021275,2,Dormant Buyers
C019579,2,Dormant Buyers
C021847,2,Dormant Buyers
C042855,2,Dormant Buyers
C021536,2,Dormant Buyers
C026508,1,Mid-Tier Active
C030002,2,Dormant Buyers
C046773,2,Dormant Buyers
C040557,2,Dormant Buyers
C025883,2,Dormant Buyers
C010423,2,Dormant Buyers
C031568,2,Dormant Buyers
C008301,1,Mid-Tier Active
C006635,2,Dormant Buyers
C040660,2,Dormant Buyers
C025922,2,Dormant Buyers
C036387,1,Mid-Tier Active
C049591,2,Dormant Buyers
C006596,2,Dormant Buyers
C012162,1,Mid-Tier Active
C008465,2,Dormant Buyers
C030351,1,Mid-Tier Active
C046340,1,Mid-Tier Active
C047127,2,Dormant Buyers
C007945,2,Dormant Buyers
C026925,2,Dormant Buyers
C046163,2,Dormant Buyers
C015233,2,Dormant Buyers
C036235,2,Dormant Buyers
C048156,1,Mid-Tier Active
C044753,1,Mid-Tier Active
C038561,2,Dormant Buyers
C046557,1,Mid-Tier Active
C006856,2,Dormant Buyers
C026376,1,Mid-Tier Active
C021873,2,Dormant Buyers
C004675,2,Dormant Buyers
C047230,2,Dormant Buyers
C005046,2,Dormant Buyers
C040069,2,Dormant Buyers
C035553,2,Dormant Buyers
C028515,2,Dormant Buyers
C003764,2,Dormant Buyers
C013480,2,Dormant Buyers
C005308,2,Dormant Buyers
C000501,2,Dormant Buyers
C046283,2,Dormant Buyers
C021933,2,Dormant Buyers
C005081,2,Dormant Buyers
C009162,2,Dormant Buyers
C016117,2,Dormant Buyers
C015513,1,Mid-Tier Active
C019979,2,Dormant Buyers
C010999,2,Dormant Buyers
C010518,2,Dormant Buyers
C032166,1,Mid-Tier Active
C021051,2,Dormant Buyers
C016279,2,Dormant Buyers
C008139,2,Dormant Buyers
C013229,2,Dormant Buyers
C019097,2,Dormant Buyers
C047692,2,Dormant Buyers
C017734,2,Dormant Buyers
C002672,2,Dormant Buyers
C038071,2,Dormant Buyers
C028756,2,Dormant Buyers
C039558,2,Dormant Buyers
C039335,2,Dormant Buyers
C027502,2,Dormant Buyers
C022526,2,Dormant Buyers
C033077,1,Mid-Tier Active
C018572,2,Dormant Buyers
C031785,2,Dormant Buyers
C028706,2,Dormant Buyers
C017664,2,Dormant Buyers
C013638,2,Dormant Buyers
C031492,2,Dormant Buyers
C022760,2,Dormant Buyers
C028129,2,Dormant Buyers
C003930,2,Dormant Buyers
C010296,2,Dormant Buyers
C047941,2,Dormant Buyers
C046475,2,Dormant Buyers
C034735,2,Dormant Buyers
C037237,2,Dormant Buyers
C019820,2,Dormant Buyers
C040561,2,Dormant Buyers
C028667,2,Dormant Buyers
C037318,1,Mid-Tier Active
C031787,2,Dormant Buyers
C010649,2,Dormant Buyers
C019528,1,Mid-Tier Active
C036336,2,Dormant Buyers
C047451,2,Dormant Buyers
C004907,2,Dormant Buyers
C037277,2,Dormant Buyers
C011128,1,Mid-Tier Active
C046395,2,Dormant Buyers
C040226,2,Dormant Buyers
C016321,2,Dormant Buyers
C038490,2,Dormant Buyers
C048626,2,Dormant Buyers
C013445,2,Dormant Buyers
C009691,2,Dormant Buyers
C001428,1,Mid-Tier Active
C006090,2,Dormant Buyers
C024668,2,Dormant Buyers
C039726,1,Mid-Tier Active
C022548,1,Mid-Tier Active
C020219,2,Dormant Buyers
C027292,1,Mid-Tier Active
C032163,2,Dormant Buyers
C035922,2,Dormant Buyers
C011174,1,Mid-Tier Active
C009785,2,Dormant Buyers
C035282,2,Dormant Buyers
C024367,2,Dormant Buyers
C036145,2,Dormant Buyers
C048541,2,Dormant Buyers
C042126,1,Mid-Tier Active
C007691,2,Dormant Buyers
C044890,2,Dormant Buyers
C036317,2,Dormant Buyers
C001122,2,Dormant Buyers
C002846,1,Mid-Tier Active
C008108,1,Mid-Tier Active
C021638,2,Dormant Buyers
C030837,2,Dormant Buyers
C008750,2,Dormant Buyers
C041276,1,Mid-Tier Active
C036658,2,Dormant Buyers
C035007,2,Dormant Buyers
C026706,2,Dormant Buyers
C047962,1,Mid-Tier Active
C042905,1,Mid-Tier Active
C049231,2,Dormant Buyers
C029784,2,Dormant Buyers
C039758,2,Dormant Buyers
C008487,1,Mid-Tier Active
C049190,2,Dormant Buyers
C025300,2,Dormant Buyers
C043279,2,Dormant Buyers
C041914,2,Dormant Buyers
C000950,1,Mid-Tier Active
C013269,2,Dormant Buyers
C011948,1,Mid-Tier Active
C019637,1,Mid-Tier Active
C005009,2,Dormant Buyers
C003461,2,Dormant Buyers
C031529,2,Dormant Buyers
C039556,2,Dormant Buyers
C014226,1,Mid-Tier Active
C048510,2,Dormant Buyers
C003915,2,Dormant Buyers
C013407,2,Dormant Buyers
C003636,2,Dormant Buyers
C048940,1,Mid-Tier Active
C039260,1,Mid-Tier Active
C029662,2,Dormant Buyers
C022086,2,Dormant Buyers
C008856,2,Dormant Buyers
C036886,2,Dormant Buyers
C028356,2,Dormant Buyers
C026099,1,Mid-Tier Active
C009408,1,Mid-Tier Active
C034919,1,Mid-Tier Active
C035862,2,Dormant Buyers
C024278,2,Dormant Buyers
C000787,2,Dormant Buyers
C015465,2,Dormant Buyers
C049977,2,Dormant Buyers
C003426,2,Dormant Buyers
C031380,2,Dormant Buyers
C047445,2,Dormant Buyers
C036439,2,Dormant Buyers
C025395,2,Dormant Buyers
C025551,2,Dormant Buyers
C049780,1,Mid-Tier Active
C039534,2,Dormant Buyers
C007540,2,Dormant Buyers
C031357,2,Dormant Buyers
C023120,1,Mid-Tier Active
C023697,2,Dormant Buyers
C005115,2,Dormant Buyers
C042664,2,Dormant Buyers
C004350,2,Dormant Buyers
C028907,2,Dormant Buyers
C028771,2,Dormant Buyers
C005160,2,Dormant Buyers
C033173,2,Dormant Buyers
C041363,1,Mid-Tier Active
C049457,2,Dormant Buyers
C015582,2,Dormant Buyers
C042730,2,Dormant Buyers
C005475,2,Dormant Buyers
C009993,1,Mid-Tier Active
C025010,2,Dormant Buyers
C034139,2,Dormant Buyers
C032583,2,Dormant Buyers
C046643,2,Dormant Buyers
C004326,2,Dormant Buyers
C009297,1,Mid-Tier Active
C012096,2,Dormant Buyers
C028075,2,Dormant Buyers
C025281,2,Dormant Buyers
C025510,2,Dormant Buyers
C047185,2,Dormant Buyers
C006598,2,Dormant Buyers
C040048,2,Dormant Buyers
C047622,2,Dormant Buyers
C041208,1,Mid-Tier Active
C025362,1,Mid-Tier Active
C014447,2,Dormant Buyers
C025283,2,Dormant Buyers
C008807,2,Dormant Buyers
C019790,2,Dormant Buyers
C040105,2,Dormant Buyers
C020843,2,Dormant Buyers
C010698,1,Mid-Tier Active
C002364,2,Dormant Buyers
C034924,1,Mid-Tier Active
C031854,2,Dormant Buyers
C023023,2,Dormant Buyers
C009067,2,Dormant Buyers
C024287,1,Mid-Tier Active
C008705,2,Dormant Buyers
C048316,2,Dormant Buyers
C036193,2,Dormant Buyers
C000361,2,Dormant Buyers
C048413,1,Mid-Tier Active
C029234,1,Mid-Tier Active
C016512,2,Dormant Buyers
C035562,2,Dormant Buyers
C034426,2,Dormant Buyers
C031557,2,Dormant Buyers
C009403,2,Dormant Buyers
C043785,2,Dormant Buyers
C030340,1,Mid-Tier Active
C007851,1,Mid-Tier Active
C049974,2,Dormant Buyers
C038553,2,Dormant Buyers
C012500,1,Mid-Tier Active
C046640,2,Dormant Buyers
C041241,2,Dormant Buyers
C012492,1,Mid-Tier Active
C003343,1,Mid-Tier Active
C018358,2,Dormant Buyers
C022975,1,Mid-Tier Active
C045530,2,Dormant Buyers
C015976,1,Mid-Tier Active
C011229,2,Dormant Buyers
C018964,2,Dormant Buyers
C032155,2,Dormant Buyers
C003036,2,Dormant Buyers
C015238,1,Mid-Tier Active
C029975,1,Mid-Tier Active
C030300,2,Dormant Buyers
C048789,2,Dormant Buyers
C007782,2,Dormant Buyers
C006749,2,Dormant Buyers
C000814,2,Dormant Buyers
C024180,2,Dormant Buyers
C015248,2,Dormant Buyers
C006164,2,Dormant Buyers
C041645,2,Dormant Buyers
C045240,2,Dormant Buyers
C022418,1,Mid-Tier Active
C023972,2,Dormant Buyers
C043764,2,Dormant Buyers
C048563,2,Dormant Buyers
C041243,2,Dormant Buyers
C034344,2,Dormant Buyers
C013717,2,Dormant Buyers
C042809,2,Dormant Buyers
C006756,2,Dormant Buyers
C037143,2,Dormant Buyers
C024960,2,Dormant Buyers
C016249,1,Mid-Tier Active
C034754,2,Dormant Buyers
C003235,2,Dormant Buyers
C048017,2,Dormant Buyers
C033384,2,Dormant Buyers
C005948,2,Dormant Buyers
C036597,2,Dormant Buyers
C034357,1,Mid-Tier Active
C049072,2,Dormant Buyers
C037001,2,Dormant Buyers
C039925,2,Dormant Buyers
C018992,2,Dormant Buyers
C016981,2,Dormant Buyers
C008125,0,Champions
C023492,2,Dormant Buyers
C015332,2,Dormant Buyers
C008914,2,Dormant Buyers
C013402,2,Dormant Buyers
C018281,1,Mid-Tier Active
C009856,2,Dormant Buyers
C043709,2,Dormant Buyers
C022081,2,Dormant Buyers
C019576,2,Dormant Buyers
C016039,2,Dormant Buyers
C005991,2,Dormant Buyers
C022021,2,Dormant Buyers
C033493,2,Dormant Buyers
C047518,2,Dormant Buyers
C026589,2,Dormant Buyers
C020058,2,Dormant Buyers
C043169,2,Dormant Buyers
C043062,1,Mid-Tier Active
C015101,1,Mid-Tier Active
C010687,2,Dormant Buyers
C016369,2,Dormant Buyers
C042193,2,Dormant Buyers
C023035,2,Dormant Buyers
C019893,2,Dormant Buyers
C001906,2,Dormant Buyers
C035871,2,Dormant Buyers
C009110,1,Mid-Tier Active
C043481,2,Dormant Buyers
C046931,2,Dormant Buyers
C006972,2,Dormant Buyers
C041789,1,Mid-Tier Active
C018526,1,Mid-Tier Active
C028699,1,Mid-Tier Active
C013871,2,Dormant Buyers
C039017,2,Dormant Buyers
C030312,1,Mid-Tier Active
C021763,2,Dormant Buyers
C033561,1,Mid-Tier Active
C025435,1,Mid-Tier Active
C000657,2,Dormant Buyers
C047357,2,Dormant Buyers
C018950,2,Dormant Buyers
C016729,2,Dormant Buyers
C010473,1,Mid-Tier Active
C002867,1,Mid-Tier Active
C047519,2,Dormant Buyers
C049547,1,Mid-Tier Active
C002726,2,Dormant Buyers
C032164,2,Dormant Buyers
C043822,1,Mid-Tier Active
C011014,2,Dormant Buyers
C000500,1,Mid-Tier Active
C039552,2,Dormant Buyers
C041147,2,Dormant Buyers
C031421,2,Dormant Buyers
C011305,2,Dormant Buyers
C035201,2,Dormant Buyers
C033407,2,Dormant Buyers
C044757,2,Dormant Buyers
C007084,2,Dormant Buyers
C028607,2,Dormant Buyers
C039409,2,Dormant Buyers
C038153,2,Dormant Buyers
C014471,1,Mid-Tier Active
C011070,1,Mid-Tier Active
C008927,2,Dormant Buyers
C002686,2,Dormant Buyers
C012823,2,Dormant Buyers
C029922,2,Dormant Buyers
C021803,1,Mid-Tier Active
C012995,2,Dormant Buyers
C042135,2,Dormant Buyers
C017686,2,Dormant Buyers
C023375,2,Dormant Buyers
C014269,1,Mid-Tier Active
C010916,2,Dormant Buyers
C049353,2,Dormant Buyers
C045730,1,Mid-Tier Active
C044408,1,Mid-Tier Active
C000798,2,Dormant Buyers
C025793,2,Dormant Buyers
C041954,2,Dormant Buyers
C033010,2,Dormant Buyers
C017255,1,Mid-Tier Active
C023908,2,Dormant Buyers
C046206,2,Dormant Buyers
C044155,2,Dormant Buyers
C033658,2,Dormant Buyers
C034123,2,Dormant Buyers
C005295,1,Mid-Tier Active
C037295,2,Dormant Buyers
C032573,1,Mid-Tier Active
C005177,2,Dormant Buyers
C040189,2,Dormant Buyers
C030969,2,Dormant Buyers
C041826,2,Dormant Buyers
C031545,2,Dormant Buyers
C002261,2,Dormant Buyers
C009012,2,Dormant Buyers
C000976,2,Dormant Buyers
C010552,2,Dormant Buyers
C031499,2,Dormant Buyers
C037116,2,Dormant Buyers
C037039,2,Dormant Buyers
C047095,1,Mid-Tier Active
C038316,2,Dormant Buyers
C014512,1,Mid-Tier Active
C024191,2,Dormant Buyers
C037300,1,Mid-Tier Active
C044234,2,Dormant Buyers
C016233,2,Dormant Buyers
C004525,2,Dormant Buyers
C032872,2,Dormant Buyers
C027364,2,Dormant Buyers
C016617,2,Dormant Buyers
C042825,2,Dormant Buyers
C034745,1,Mid-Tier Active
C046978,2,Dormant Buyers
C025434,1,Mid-Tier Active
C000827,2,Dormant Buyers
C040125,2,Dormant Buyers
C033642,2,Dormant Buyers
C037629,2,Dormant Buyers
C010863,2,Dormant Buyers
C016521,2,Dormant Buyers
C046351,1,Mid-Tier Active
C036852,2,Dormant Buyers
C031587,2,Dormant Buyers
C025417,1,Mid-Tier Active
C045639,1,Mid-Tier Active
C047922,1,Mid-Tier Active
C041049,2,Dormant Buyers
C030150,2,Dormant Buyers
C047981,2,Dormant Buyers
C043648,2,Dormant Buyers
C040762,2,Dormant Buyers
C002859,1,Mid-Tier Active
C028677,2,Dormant Buyers
C024265,2,Dormant Buyers
C044782,2,Dormant Buyers
C011487,2,Dormant Buyers
C036493,2,Dormant Buyers
C024142,2,Dormant Buyers
C020393,2,Dormant Buyers
C025525,2,Dormant Buyers
C034689,2,Dormant Buyers
C005764,2,Dormant Buyers
C004918,2,Dormant Buyers
C021009,2,Dormant Buyers
C036440,2,Dormant Buyers
C039283,1,Mid-Tier Active
C010849,2,Dormant Buyers
C009231,2,Dormant Buyers
C023816,2,Dormant Buyers
C012969,2,Dormant Buyers
C015501,2,Dormant Buyers
C018865,2,Dormant Buyers
C022160,2,Dormant Buyers
C047283,2,Dormant Buyers
C015686,2,Dormant Buyers
C038577,2,Dormant Buyers
C002546,2,Dormant Buyers
C016827,2,Dormant Buyers
C048332,2,Dormant Buyers
C037841,2,Dormant Buyers
C042321,2,Dormant Buyers
C026719,2,Dormant Buyers
C019153,2,Dormant Buyers
C016532,2,Dormant Buyers
C035508,2,Dormant Buyers
C049841,1,Mid-Tier Active
C035635,2,Dormant Buyers
C021885,2,Dormant Buyers
C000106,1,Mid-Tier Active
C043578,2,Dormant Buyers
C030742,2,Dormant Buyers
C039286,2,Dormant Buyers
C024149,2,Dormant Buyers
C026802,2,Dormant Buyers
C042971,2,Dormant Buyers
C042931,2,Dormant Buyers
C039243,2,Dormant Buyers
C029094,1,Mid-Tier Active
C013794,1,Mid-Tier Active
C000399,2,Dormant Buyers
C001886,2,Dormant Buyers
C000564,2,Dormant Buyers
C033544,2,Dormant Buyers
C043408,2,Dormant Buyers
C008852,2,Dormant Buyers
C026759,2,Dormant Buyers
C044497,1,Mid-Tier Active
C018723,2,Dormant Buyers
C001305,1,Mid-Tier Active
C026417,2,Dormant Buyers
C013594,2,Dormant Buyers
C038409,2,Dormant Buyers
C040687,1,Mid-Tier Active
C045934,2,Dormant Buyers
C005077,1,Mid-Tier Active
C028126,2,Dormant Buyers
C002098,1,Mid-Tier Active
C007569,2,Dormant Buyers
C040950,2,Dormant Buyers
C024826,2,Dormant Buyers
C021600,2,Dormant Buyers
C032437,1,Mid-Tier Active
C037926,2,Dormant Buyers
C038941,2,Dormant Buyers
C023785,1,Mid-Tier Active
C016912,2,Dormant Buyers
C033294,2,Dormant Buyers
C000534,2,Dormant Buyers
C009449,2,Dormant Buyers
C048465,2,Dormant Buyers
C009952,2,Dormant Buyers
C040623,2,Dormant Buyers
C037986,2,Dormant Buyers
C012637,2,Dormant Buyers
C003212,2,Dormant Buyers
C034514,1,Mid-Tier Active
C019389,2,Dormant Buyers
C018655,2,Dormant Buyers
C036790,2,Dormant Buyers
C015390,2,Dormant Buyers
C000779,1,Mid-Tier Active
C007553,2,Dormant Buyers
C016977,1,Mid-Tier Active
C009185,2,Dormant Buyers
C009298,2,Dormant Buyers
C016769,2,Dormant Buyers
C044060,1,Mid-Tier Active
C011537,2,Dormant Buyers
C001717,1,Mid-Tier Active
C029726,2,Dormant Buyers
C047490,2,Dormant Buyers
C002177,2,Dormant Buyers
C023204,2,Dormant Buyers
C009881,1,Mid-Tier Active
C014534,1,Mid-Tier Active
C026899,2,Dormant Buyers
C049342,2,Dormant Buyers
C044122,1,Mid-Tier Active
C029669,1,Mid-Tier Active
C023508,1,Mid-Tier Active
C024071,2,Dormant Buyers
C024927,1,Mid-Tier Active
C028828,2,Dormant Buyers
C006918,1,Mid-Tier Active
C023532,2,Dormant Buyers
C033989,2,Dormant Buyers
C005798,2,Dormant Buyers
C014572,1,Mid-Tier Active
C015447,2,Dormant Buyers
C021906,2,Dormant Buyers
C019203,2,Dormant Buyers
C002573,2,Dormant Buyers
C045876,2,Dormant Buyers
C041883,2,Dormant Buyers
C031755,1,Mid-Tier Active
C022333,2,Dormant Buyers
C014047,2,Dormant Buyers
C012502,2,Dormant Buyers
C031996,2,Dormant Buyers
C049091,2,Dormant Buyers
C019722,2,Dormant Buyers
C043142,2,Dormant Buyers
C011431,2,Dormant Buyers
C007975,2,Dormant Buyers
C010873,1,Mid-Tier Active
C025830,2,Dormant Buyers
C015016,2,Dormant Buyers
C003488,2,Dormant Buyers
C044836,2,Dormant Buyers
C028475,2,Dormant Buyers
C006789,2,Dormant Buyers
C028525,2,Dormant Buyers
C025941,2,Dormant Buyers
C015201,1,Mid-Tier Active
C023019,2,Dormant Buyers
C049223,2,Dormant Buyers
C021948,1,Mid-Tier Active
C046947,1,Mid-Tier Active
C043696,2,Dormant Buyers
C030609,2,Dormant Buyers
C005186,2,Dormant Buyers
C006455,2,Dormant Buyers
C049015,1,Mid-Tier Active
C013280,1,Mid-Tier Active
C000301,2,Dormant Buyers
C006234,2,Dormant Buyers
C028899,2,Dormant Buyers
C012247,2,Dormant Buyers
C022918,2,Dormant Buyers
C004997,2,Dormant Buyers
C047551,1,Mid-Tier Active
C045194,2,Dormant Buyers
C016023,2,Dormant Buyers
C046614,2,Dormant Buyers
C047027,1,Mid-Tier Active
C014142,2,Dormant Buyers
C010489,1,Mid-Tier Active
C034902,2,Dormant Buyers
C049733,2,Dormant Buyers
C027020,2,Dormant Buyers
C010525,2,Dormant Buyers
C026856,2,Dormant Buyers
C035017,2,Dormant Buyers
C024167,2,Dormant Buyers
C011471,2,Dormant Buyers
C038018,1,Mid-Tier Active
C014434,1,Mid-Tier Active
C038272,2,Dormant Buyers
C011244,2,Dormant Buyers
C034075,2,Dormant Buyers
C003409,2,Dormant Buyers
C035868,1,Mid-Tier Active
C044319,2,Dormant Buyers
C002646,3,Non-Purchasers
C004944,3,Non-Purchasers
C006901,3,Non-Purchasers
C022311,3,Non-Purchasers
C027594,3,Non-Purchasers
C027910,3,Non-Purchasers
C030128,3,Non-Purchasers
C030710,3,Non-Purchasers
C043580,3,Non-Purchasers
C047318,3,Non-Purchasers
C048987,3,Non-Purchasers
C005791,3,Non-Purchasers
C006795,3,Non-Purchasers
C007719,3,Non-Purchasers
C016925,3,Non-Purchasers
C020017,3,Non-Purchasers
C021594,3,Non-Purchasers
C024321,3,Non-Purchasers
C026784,3,Non-Purchasers
C033202,3,Non-Purchasers
C033281,3,Non-Purchasers
C034251,3,Non-Purchasers
C035406,3,Non-Purchasers
C044560,3,Non-Purchasers
C000132,3,Non-Purchasers
C001637,3,Non-Purchasers
C001941,3,Non-Purchasers
C002544,3,Non-Purchasers
C004857,3,Non-Purchasers
C005354,3,Non-Purchasers
C005377,3,Non-Purchasers
C005715,3,Non-Purchasers
C006380,3,Non-Purchasers
C006698,3,Non-Purchasers
C008563,3,Non-Purchasers
C009742,3,Non-Purchasers
C010605,3,Non-Purchasers
C011720,3,Non-Purchasers
C011779,3,Non-Purchasers
C012911,3,Non-Purchasers
C014929,3,Non-Purchasers
C017483,3,Non-Purchasers
C017919,3,Non-Purchasers
C020346,3,Non-Purchasers
C022408,3,Non-Purchasers
C023032,3,Non-Purchasers
C023207,3,Non-Purchasers
C023251,3,Non-Purchasers
C023743,3,Non-Purchasers
C026391,3,Non-Purchasers
C027159,3,Non-Purchasers
C028182,3,Non-Purchasers
C028489,3,Non-Purchasers
C029006,3,Non-Purchasers
C030326,3,Non-Purchasers
C030627,3,Non-Purchasers
C030999,3,Non-Purchasers
C031040,3,Non-Purchasers
C031701,3,Non-Purchasers
C031848,3,Non-Purchasers
C033070,3,Non-Purchasers
C033394,3,Non-Purchasers
C034200,3,Non-Purchasers
C035511,3,Non-Purchasers
C035623,3,Non-Purchasers
C035709,3,Non-Purchasers
C037076,3,Non-Purchasers
C037130,3,Non-Purchasers
C037714,3,Non-Purchasers
C037809,3,Non-Purchasers
C039142,3,Non-Purchasers
C039186,3,Non-Purchasers
C040527,3,Non-Purchasers
C042319,3,Non-Purchasers
C042371,3,Non-Purchasers
C042542,3,Non-Purchasers
C042588,3,Non-Purchasers
C043247,3,Non-Purchasers
C044032,3,Non-Purchasers
C044133,3,Non-Purchasers
C044139,3,Non-Purchasers
C044151,3,Non-Purchasers
C045269,3,Non-Purchasers
C046738,3,Non-Purchasers
C047117,3,Non-Purchasers
C047353,3,Non-Purchasers
C000496,3,Non-Purchasers
C001059,3,Non-Purchasers
C001109,3,Non-Purchasers
C001265,3,Non-Purchasers
C001434,3,Non-Purchasers
C001773,3,Non-Purchasers
C001976,3,Non-Purchasers
C003353,3,Non-Purchasers
C004509,3,Non-Purchasers
C005035,3,Non-Purchasers
C006797,3,Non-Purchasers
C007313,3,Non-Purchasers
C007864,3,Non-Purchasers
C008047,3,Non-Purchasers
C008615,3,Non-Purchasers
C008692,3,Non-Purchasers
C009439,3,Non-Purchasers
C010237,3,Non-Purchasers
C010695,3,Non-Purchasers
C010761,3,Non-Purchasers
C012466,3,Non-Purchasers
C012520,3,Non-Purchasers
C012920,3,Non-Purchasers
C013183,3,Non-Purchasers
C013576,3,Non-Purchasers
C014724,3,Non-Purchasers
C015051,3,Non-Purchasers
C016449,3,Non-Purchasers
C019432,3,Non-Purchasers
C021515,3,Non-Purchasers
C023092,3,Non-Purchasers
C023162,3,Non-Purchasers
C024404,3,Non-Purchasers
C024603,3,Non-Purchasers
C025784,3,Non-Purchasers
C028579,3,Non-Purchasers
C028588,3,Non-Purchasers
C028785,3,Non-Purchasers
C029356,3,Non-Purchasers
C029443,3,Non-Purchasers
C030046,3,Non-Purchasers
C032318,3,Non-Purchasers
C032817,3,Non-Purchasers
C032914,3,Non-Purchasers
C034521,3,Non-Purchasers
C035214,3,Non-Purchasers
C035280,3,Non-Purchasers
C036297,3,Non-Purchasers
C036744,3,Non-Purchasers
C038006,3,Non-Purchasers
C038376,3,Non-Purchasers
C038606,3,Non-Purchasers
C042452,3,Non-Purchasers
C043203,3,Non-Purchasers
C043961,3,Non-Purchasers
C044572,3,Non-Purchasers
C046861,3,Non-Purchasers
C048032,3,Non-Purchasers
C049948,3,Non-Purchasers
C001572,3,Non-Purchasers
C002378,3,Non-Purchasers
C003821,3,Non-Purchasers
C006149,3,Non-Purchasers
C011882,3,Non-Purchasers
C032708,3,Non-Purchasers
C033947,3,Non-Purchasers
C034547,3,Non-Purchasers
C037043,3,Non-Purchasers
C037086,3,Non-Purchasers
C041485,3,Non-Purchasers
C045641,3,Non-Purchasers
C045957,3,Non-Purchasers
C048250,3,Non-Purchasers
C001107,3,Non-Purchasers
C004076,3,Non-Purchasers
C007619,3,Non-Purchasers
C010034,3,Non-Purchasers
C011326,3,Non-Purchasers
C012735,3,Non-Purchasers
C017561,3,Non-Purchasers
C017585,3,Non-Purchasers
C020366,3,Non-Purchasers
C032958,3,Non-Purchasers
C037441,3,Non-Purchasers
C038000,3,Non-Purchasers
C045026,3,Non-Purchasers
C046830,3,Non-Purchasers
C001336,3,Non-Purchasers
C001610,3,Non-Purchasers
C002014,3,Non-Purchasers
C003213,3,Non-Purchasers
C003261,3,Non-Purchasers
C003640,3,Non-Purchasers
C004290,3,Non-Purchasers
C004831,3,Non-Purchasers
C005284,3,Non-Purchasers
C005520,3,Non-Purchasers
C006216,3,Non-Purchasers
C006458,3,Non-Purchasers
C007501,3,Non-Purchasers
C010984,3,Non-Purchasers
C011144,3,Non-Purchasers
C013502,3,Non-Purchasers
C014057,3,Non-Purchasers
C015432,3,Non-Purchasers
C016629,3,Non-Purchasers
C016684,3,Non-Purchasers
C016772,3,Non-Purchasers
C017474,3,Non-Purchasers
C017758,3,Non-Purchasers
C017946,3,Non-Purchasers
C018203,3,Non-Purchasers
C019524,3,Non-Purchasers
C019591,3,Non-Purchasers
C020089,3,Non-Purchasers
C020175,3,Non-Purchasers
C020344,3,Non-Purchasers
C020604,3,Non-Purchasers
C021124,3,Non-Purchasers
C021978,3,Non-Purchasers
C024475,3,Non-Purchasers
C024526,3,Non-Purchasers
C024814,3,Non-Purchasers
C025158,3,Non-Purchasers
C026905,3,Non-Purchasers
C027234,3,Non-Purchasers
C028260,3,Non-Purchasers
C028661,3,Non-Purchasers
C029500,3,Non-Purchasers
C035417,3,Non-Purchasers
C035958,3,Non-Purchasers
C040152,3,Non-Purchasers
C043083,3,Non-Purchasers
C043459,3,Non-Purchasers
C043759,3,Non-Purchasers
C047857,3,Non-Purchasers
C000299,3,Non-Purchasers
C004470,3,Non-Purchasers
C004681,3,Non-Purchasers
C005222,3,Non-Purchasers
C010091,3,Non-Purchasers
C010856,3,Non-Purchasers
C012387,3,Non-Purchasers
C013294,3,Non-Purchasers
C014601,3,Non-Purchasers
C017605,3,Non-Purchasers
C018846,3,Non-Purchasers
C019616,3,Non-Purchasers
C020157,3,Non-Purchasers
C020511,3,Non-Purchasers
C020619,3,Non-Purchasers
C022429,3,Non-Purchasers
C023449,3,Non-Purchasers
C024328,3,Non-Purchasers
C025717,3,Non-Purchasers
C025972,3,Non-Purchasers
C027360,3,Non-Purchasers
C028066,3,Non-Purchasers
C028583,3,Non-Purchasers
C029100,3,Non-Purchasers
C029490,3,Non-Purchasers
C032609,3,Non-Purchasers
C033309,3,Non-Purchasers
C033715,3,Non-Purchasers
C034310,3,Non-Purchasers
C035960,3,Non-Purchasers
C036717,3,Non-Purchasers
C037795,3,Non-Purchasers
C038841,3,Non-Purchasers
C039949,3,Non-Purchasers
C040669,3,Non-Purchasers
C041361,3,Non-Purchasers
C043051,3,Non-Purchasers
C043676,3,Non-Purchasers
C044840,3,Non-Purchasers
C044851,3,Non-Purchasers
C047373,3,Non-Purchasers
C047398,3,Non-Purchasers
C048177,3,Non-Purchasers
C048409,3,Non-Purchasers
C049193,3,Non-Purchasers
C049478,3,Non-Purchasers
C049822,3,Non-Purchasers
C000280,3,Non-Purchasers
C000788,3,Non-Purchasers
C001465,3,Non-Purchasers
C003660,3,Non-Purchasers
C009115,3,Non-Purchasers
C011917,3,Non-Purchasers
C016690,3,Non-Purchasers
C018204,3,Non-Purchasers
C022164,3,Non-Purchasers
C030075,3,Non-Purchasers
C030152,3,Non-Purchasers
C032687,3,Non-Purchasers
